Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Togo,,9,10,10,11,23,35,60,54,72,76,73,69,66,62,59,53,47,43,57,63,51,58,72,71,80,85,72,80,78,83,85,84,84,85,88,89,84
Tonga,20,37,80,57,46,81,73,87,92,93,93,92,99,96,90,93,99,96,96,91,91,91,85,91,91,90,89,88,88,86,84,84,79,84,82,80,80,83
"Trinidad and Tobago",38,55,59,61,66,74,71,80,83,77,87,81,87,78,85,90,90,91,91,90,90,91,96,91,94,95,89,90,91,90,91,91,91,94,94,88,84,94
Tunisia,,,,62,66,70,72,84,91,93,93,93,95,94,93,94,95,96,96,99,97,98,96,95,97,98,99,98,99,99,98,98,97,98,98,98,98,98
Turkey,63,69,61,59,57,55,45,86,86,79,84,72,77,76,91,67,73,79,81,79,85,88,78,69,85,90,90,96,96,96,97,97,97,98,96,97,98,96
Turkmenistan,,,,,,,,,,,,,91,92,94,96,98,99,99,98,98,94,99,66,98,99,98,98,96,97,96,97,98,98,98,99,98,99
Tuvalu,23,44,79,83,74,97,73,59,91,66,84,71,86,86,95,85,92,80,78,84,82,96,98,93,98,99,97,97,99,85,89,96,97,90,89,96,94,96
Uganda,,8,9,11,12,13,21,30,38,42,45,49,52,56,59,58,57,55,50,54,55,56,57,57,58,59,62,70,69,78,79,79,79,78,78,80,80,80
Ukraine,,,,,,,,,,,,,89,91,96,97,99,99,98,98,99,99,99,99,99,95,99,98,91,74,57,54,72,72,45,51,56,48
"United Arab Emirates",11,45,46,50,59,74,77,80,82,85,85,85,86,90,90,90,90,92,94,94,94,94,94,94,94,94,94,94,94,94,94,95,96,98,99,99,99,96
"United Kingdom",81,82,84,84,84,95,85,87,87,89,92,93,95,95,95,96,96,92,91,92,91,91,91,91,92,91,92,92,92,93,94,95,95,95,95,95,94,94
Tanzania,57,46,48,49,47,64,73,80,82,66,78,81,82,78,83,79,80,79,79,74,64,65,91,97,95,91,91,88,89,88,94,88,90,91,97,96,93,96
"United States",95,96,97,97,97,96,97,97,97,91,85,78,72,79,84,88,91,91,91,90,90,89,90,91,92,92,93,93,94,93,93,94,93,93,93,93,94,94
Uruguay,59,60,72,77,80,58,64,85,82,88,97,96,93,92,91,91,91,91,91,93,92,94,93,91,95,96,95,94,94,95,95,95,95,94,95,95,95,95
Uzbekistan,,,,,,,,,,,,,85,46,79,99,97,98,99,99,99,99,99,99,99,99,94,98,98,99,99,99,99,99,99,99,99,99
Vanuatu,,,17,18,27,27,31,53,58,70,78,82,78,87,74,74,68,67,67,67,67,67,67,67,67,67,67,69,70,72,74,75,77,78,80,80,81,83
Venezuela,95,75,76,77,59,59,64,61,74,67,72,74,73,72,73,85,73,76,62,86,86,87,81,86,83,80,73,67,76,75,74,78,73,82,79,87,82,79
Vietnam,,,,2,5,62,45,45,54,70,88,88,89,91,94,94,94,95,94,93,96,96,92,96,96,94,94,92,93,97,94,96,97,93,96,97,95,94
Yemen,1,3,4,5,7,12,13,18,36,56,84,47,50,54,33,44,47,40,68,71,74,73,64,61,72,80,78,79,78,76,77,69,68,67,67,63,65,62
Zambia,,,,46,50,61,74,81,81,81,90,80,83,87,90,84,83,82,83,84,85,86,85,85,84,84,83,77,90,93,80,83,70,74,78,90,87,92
Zimbabwe,,38,46,53,61,63,82,86,87,88,89,88,86,85,87,88,90,86,84,81,78,76,73,70,67,69,71,73,75,69,89,93,95,95,92,88,90,89
