Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Moldova,,,,,,,,,,,,,,,1.00018,1.0004,1.0006,1.0008,1.001,1.0012,1.0014,1.0017,1.0019,1.0021,1.0023,1.0025,1.0023,1.0021,1.002,1.0018,1.0016,1.0014,1.0013,1.0011,1.0009,1.0007,1.0005,1.0004,1.0002,1,1.00239
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,1.01478,1.0142,1.0136,1.0131,1.0125,1.0119,1.0113,1.0108,1.0102,1.0096,1.00905,1.0091,1.0092,1.0093,1.0094,1.00948
Montenegro,,,,,,,0.991326909,0.9919,0.9925,0.9931,0.9937,0.9943,0.9949,0.9955,0.9961,0.9967,0.997246424,0.9974,0.9975,0.9977,0.9978,0.998,0.9981,0.9983,0.9984,0.9986,0.9987,0.9989,0.999021159,0.9988,0.9985,0.9982,0.998,0.9977,0.9974,0.9972,0.9969,0.997,0.9971,0.9971,0.99723
Morocco,,,,,,,,0.53256,0.5419,0.5512,0.5605,0.5698,0.5791,0.5885,0.5978,0.6071,0.6164,0.6257,0.635,0.64434,0.6548,0.6652,0.6756,0.6861,0.6965,0.7069,0.7174,0.7278,0.7382,0.74865,0.7651,0.7816,0.7981,0.81461,0.83185,0.8326,0.83344,0.867,0.9006,0.9341,0.96768
Mozambique,,,,,,0.39271,0.4058,0.4188,0.4319,0.445,0.458,0.4711,0.4842,0.4972,0.5103,0.5234,0.5364,0.5495,0.5626,0.5756,0.5887,0.6018,0.61483,0.6245,0.6342,0.6439,0.6536,0.6632,0.67292,0.6788,0.6847,0.6905,0.6964,0.7023,0.70816,0.7291,0.7499,0.7708,0.7917,0.8126,0.8335
"Burma (Myanmar)",,,,,,,,,0.91846,0.9218,0.9252,0.9286,0.932,0.9353,0.9387,0.9421,0.9454,0.9488,0.9522,0.9556,0.9589,0.9623,0.9657,0.9691,0.9724,0.97581,0.9774,0.9791,0.9807,0.9824,0.984,0.9856,0.9873,0.9889,0.9905,0.9922,0.9938,0.9954,0.9971,0.99872,0.99985
Namibia,,,,,,,,,,,,,,,,,1.05501,1.0521,1.0491,1.0462,1.0432,1.0403,1.0373,1.0344,1.0314,1.0285,1.02553,1.036,1.0466,1.0571,1.0676,1.0781,1.08862,1.0715,1.0544,1.0373,1.0202,1.0205,1.0208,1.0212,1.02148
Nepal,,,,,,,0.33188,0.3466,0.3613,0.3759,0.3906,0.4053,0.42,0.4347,0.4494,0.4641,0.47877,0.5055,0.5322,0.559,0.5857,0.6124,0.6391,0.6659,0.6926,0.7193,0.74605,0.7607,0.7753,0.7899,0.8046,0.8192,0.8338,0.8485,0.8631,0.8777,0.89234,0.9053,0.9183,0.9312,0.94416
"Antilles (Netherlands)",,,,,,,,,,,,,,,,,,1.00753,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia",,1.00989,1.0093,1.0087,1.0081,1.0075,1.0069,1.0063,1.0057,1.0051,1.0045,1.0039,1.0033,1.0027,1.00207,1.0021,1.0021,1.0021,1.0021,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0023,1.0023,1.0023,1.0023,1.0023,1.0023,1.0023,1.0024,1.0024,1.0024,1.0024,1.0024,1.0024,1.0025,1.00248,1.00242
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06203,1.0573,1.0527,1.048,1.0433,1.0434,1.0435,1.0436,1.0436,1.0437,1.0438,1.0439,1.044,1.0441,1.04416
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54264,0.5176,0.4925,0.4674,0.44228,0.4414,0.4405,0.4396,0.4387,0.4378,0.4369,0.43603,0.4476,0.4591,0.47069
Nigeria,,,,,,,,,,,,,,,,,0.76808,0.7686,0.7691,0.7697,0.7702,0.7708,0.7713,0.7718,0.7724,0.7729,0.7734,0.774,0.77449,0.773,0.7715,0.77,0.7684,0.76693,0.7742,0.7814,0.7887,0.7959,0.8032,0.8105,0.81771
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,1.00284,1.002,1.0011,1.0002,0.9993,0.9984,0.9975,0.99665,0.9989,1.00107,0.99851,0.99759,1.00001,1.00063,1.00108,0.99881,0.99855,0.99913,0.99907
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9877,0.9901,0.9926,0.995,0.9975,0.99991,1.0039,1.0078,1.0057,1.0035,1.0014,0.99925,0.99968
Pakistan,,,,,,,0.53554,0.5418,0.5481,0.5543,0.5606,0.5669,0.5731,0.5794,0.5857,0.5919,0.5982,0.6045,0.6107,0.617,0.6233,0.6295,0.6358,0.64206,0.6493,0.6565,0.6637,0.6709,0.6782,0.6854,0.69259,0.73791,0.7546,0.77121,0.77659,0.78359,0.80901,0.80303,0.79893,0.8157,0.8325
Palau,,,,,,1.00174,1.0003,0.9988,0.9973,0.9958,0.9943,0.9929,0.9914,0.9899,0.9884,0.9869,0.9855,0.984,0.9825,0.981032818,0.982,0.983,0.984,0.985,0.986,0.987,0.988,0.989,0.99,0.991031692,0.9921,0.9931,0.9941,0.9952,0.9962,0.9972,0.9983,0.9993,1.000344205,1.0003,1.000344291
Panama,,,,,,1.00372,1.0027,1.0017,1.0007,0.9996,0.9986,0.9976,0.9966,0.9956,0.9946,0.99354,0.9932,0.993,0.9927,0.9924,0.9921,0.9918,0.9915,0.9912,0.9909,0.9906,0.9909,0.9913,0.9916,0.9919,0.9923,0.9926,0.9929,0.9932,0.9936,0.9939,0.9946,0.9953,0.996,0.9967,0.99736
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658,0.92658
Paraguay,,,,,,,,0.987,0.9878,0.9886,0.9893,0.9901,0.9909,0.9917,0.9925,0.9933,0.994,0.99483,0.9952,0.9955,0.9958,0.9961,0.9965,0.9968,0.9971,0.9974,0.9977,0.9981,0.9984,0.9987,0.999,0.9994,0.99969,1.00553,1.00966,1.00232,1.0006,0.999,0.9973,0.99561,1.00889
Peru,,,,,,,0.93007,0.9331,0.9362,0.9393,0.9424,0.9455,0.9485,0.9516,0.9547,0.9578,0.9609,0.9639,0.96701,0.968,0.969,0.97,0.971,0.972,0.973,0.974,0.975,0.976,0.977,0.97805,0.98332,0.98421,0.98665,0.9892,0.9918,0.9944,0.997,0.99956,0.9979,0.99629,1.00101
Philippines,,,,,,1.01544,1.0145,1.0136,1.0127,1.0118,1.0108,1.0099,1.009,1.0081,1.0072,1.00624,1.007,1.0077,1.0084,1.0091,1.0098,1.0105,1.0112,1.0119,1.0126,1.01336,1.0196,1.0258,1.03208,1.0287,1.0253,1.0219,1.0186,1.01517,1.015,1.0148,1.0146,1.0145,1.01427,1.0142,1.01419
Poland,,,,1.00037,1.0003,1.0003,1.0003,1.0003,1.0003,1.0002,1.0002,1.0002,1.0002,1.0001,1.0001,1.0001,1.0001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Portugal,,,,,,,1.00571,1.0053,1.0048,1.0043,1.0039,1.0034,1.003,1.0025,1.0021,1.0016,1.00116,1.0011,1.0011,1.0011,1.0011,1.0011,1.0011,1.0011,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.0009,1.0009,1.0009,1.0009,1.00088,1.0009,1.0009,1.0008,1.00082
"Puerto Rico",,,,,,1.01483,1.0154,1.016,1.0165,1.0171,1.0177,1.0182,1.0188,1.0193,1.0199,1.02047,1.02,1.0195,1.019,1.0186,1.0181,1.0176,1.0171,1.0166,1.0162,1.0157,1.0152,1.0147,1.0142,1.01377,1.0115,1.0093,1.0071,1.0049,1.0026,1.0004,1.0003,1.0002,1.0002,1.0001,1.00002
Qatar,,,,,,,,,,,,1.03054,1.0294,1.0282,1.0271,1.026,1.0248,1.0237,1.0225,1.0214,1.0202,1.0191,1.01792,1.0194,1.0208,1.0222,1.0237,1.0251,1.0265,1.02797,1.0182,1.0085,0.99869,1.01643,1.0025,1.02011,1.01199,1.01164,1.00519,1.01287,1.01508
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89803
Romania,,,,,,,,,,,,,,,,,,0.99851,0.9987,0.9989,0.9991,0.9993,0.9994,0.9996,0.9998,1,1.0002,1.00036,1.0003,1.0002,1.0001,1,0.9999,0.9999,0.9998,0.9997,0.99962,0.9997,0.9998,0.9999,1
Reunion,,,,,,,,1.03969,1.0376,1.0354,1.0333,1.0311,1.029,1.0269,1.0247,1.0226,1.0205,1.0183,1.0162,1.01405,1.014,1.014,1.014,1.014,1.014,1.014,1.014,1.0139,1.0139,1.013909257,1.0127,1.0116,1.0104,1.0092,1.008,1.0068,1.0057,1.0045,1.0033,1.00214,1.00195
Russia,,,,,,,,,,,,,,,1.00059,1.0006,1.0006,1.0007,1.0007,1.0007,1.0007,1.0008,1.0008,1.0008,1.0008,1.0009,1.0009,1.00092,1.0009,1.0009,1.0009,1.0009,1.0009,1.001,1.001,1.00096,1.00096,1.00096,1.00096,1.00096,1.00096
Rwanda,,,,0.74915,0.7635,0.7778,0.7921,0.8065,0.8208,0.8351,0.8495,0.8638,0.8781,0.8925,0.9068,0.9211,0.93547,0.9403,0.9451,0.9499,0.9548,0.9596,0.9644,0.9692,0.974,0.97886,0.9827,0.9865,0.9903,0.9942,0.998,1.0018,1.0057,1.0095,1.0133,1.01714,1.0232,1.02918,1.0354,1.0417,1.04798
"Saint Pierre and Miquelon",,,,,,,,0.99967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,0.99828,0.9985,0.9987,0.9989,0.9991,0.9994,0.9996,0.9998,1,1.0002,1.0004,1.0006,1.0009,1.00108,1.0015,1.002,1.0025,1.0029,1.0034,1.0039,1.00433,1.0046,1.0049,1.0052,1.00553
"Saint Thomas and Principe",,,,,,,0.81543,0.8298,0.8441,0.8584,0.8727,0.8871,0.9014,0.9157,0.9301,0.9444,0.95871,0.9617,0.9646,0.9676,0.9706,0.9735,0.9765,0.9794,0.9824,0.9854,0.98832,0.9802,0.972,0.9638,0.9556,0.9475,0.9393,0.93114,0.9464,0.9616,0.9768,0.99207,0.9939,0.9957,0.99752
"Saudi Arabia",,,,,,,,,,,,,,,,,,0.86282,0.8744,0.886,0.8976,0.9092,0.9208,0.9324,0.9439,0.95553,0.9608,0.966,0.9713,0.97651,0.9789,0.9814,0.9838,0.9862,0.9886,0.9911,0.9935,0.9959,0.99835,0.9988,0.99926
Senegal,,,,,,,,,,,,,,0.57066,0.5799,0.5892,0.5985,0.6078,0.617,0.6263,0.6356,0.6448,0.6541,0.6634,0.6727,0.6819,0.6912,0.70049,0.7169,0.7334,0.7498,0.76628,0.7633,0.7603,0.75726,0.7775,0.79765,0.8158,0.834,0.8357,0.83737
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999229879,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,0.99924,0.9989,0.9986,0.9983,0.99801
Seychelles,,,,,,,,,,,,,1.01712,1.0156,1.0141,1.0126,1.0111,1.0096,1.0081,1.00654,1.0065,1.0064,1.0064,1.0063,1.0063,1.0062,1.0062,1.00611,1.0064,1.0066,1.0068,1.0071,1.0073,1.0076,1.0078,1.00808,1.0084,1.0088,1.0092,1.0095,1.00991
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62665,0.6408,0.655,0.6691,0.6833,0.6974,0.7116,0.7257,0.7399,0.754,0.76817,0.78068
Singapore,,,,,,0.99741,0.9979,0.9984,0.9989,0.9994,0.9999,1.0004,1.0008,1.0013,1.0018,1.00232,1.0023,1.0022,1.0022,1.0022,1.0021,1.0021,1.0021,1.002,1.002,1.00196,1.0018,1.0016,1.0015,1.0013,1.0011,1.001,1.0008,1.0006,1.0005,1.00029,0.99918,0.99996,0.99997,1.00007,1.0001
Slovenia,,,,,,,,,,,,,,,,,1.00042,1.0004,1.0005,1.0005,1.0005,1.0006,1.0006,1.0006,1.0006,1.0007,1.0007,1.0007,1.0008,1.00078,1.0008,1.0008,1.0008,1.0009,1.0009,1.0009,1.0009,1.0009,1.001,1.00098,1.00099
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,0.888888889,,,,,,,,,,,,,,,,
"South Africa",,,,,,0.99563,0.9964,0.9972,0.998,0.9988,0.9996,1.0004,1.0012,1.002,1.0028,1.0036,1.0044,1.0052,1.006,1.0068,1.0076,1.00845,1.0087,1.0089,1.0091,1.0093,1.0095,1.0097,1.0099,1.0102,1.0104,1.0106,1.01079,1.01,1.00921,1.00521,1.00733,1.00786,1.006,1.00408,1.00712
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.671008453,0.7024,0.7338,0.7652,0.7966,0.828,0.8594,0.89079
Spain,,,,,,,1.00001,1,1.0001,1.0001,1.0001,1.0002,1.0002,1.0002,1.0002,1.0003,1.0003,1.0002,1.0002,1.0001,1.0001,1,0.9999,0.9999,0.9998,0.9998,0.9997,0.9997,0.9996,0.99954,0.9993,0.9995,0.99978,1.00075,0.99918,1.0018,1.00092,1.00065,0.99948,0.99934,0.99945
"Sri Lanka",,,,,,,0.98163,0.9831,0.9846,0.9861,0.9875,0.989,0.9905,0.9919,0.9934,0.9949,0.9964,0.9978,0.9993,1.0008,1.0023,1.0037,1.0052,1.0067,1.0082,1.0096,1.01111,1.0108,1.0104,1.0101,1.0097,1.0094,1.0111,1.01288,1.0111,1.00924,1.009,1.0088,1.0086,1.0084,1.00813
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,0.84406,0.8527,0.8614,0.87,0.8787,0.8874,0.896,0.9047,0.91334,0.9239,0.9345,0.9451,0.9556,0.9662,0.9768,0.98734
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98455,0.9886,0.9927,0.9968,1.00084,1.0047,1.00847,1.0093,1.0101,1.011,1.0118,1.01264
Swaziland,,0.9855,0.9884,0.9913,0.9942,0.9971,1,1.0029,1.0059,1.0088,1.0117,1.01458,1.0153,1.016,1.0168,1.0175,1.0182,1.019,1.0197,1.0204,1.0212,1.0219,1.0226,1.0233,1.0241,1.0248,1.0251,1.0254,1.0257,1.026,1.0263,1.0266,1.0269,1.0272,1.0275,1.02778,1.0276,1.0273,1.0271,1.0269,1.02663
Syria,,,,,,,0.66437,0.6783,0.6922,0.7062,0.7201,0.734,0.748,0.7619,0.7758,0.7898,0.8037,0.8176,0.8316,0.8455,0.8594,0.8734,0.8873,0.9012,0.9152,0.9291,0.943,0.95697,0.9553,0.95361,0.9565,0.9594,0.9623,0.9652,0.9681,0.971,0.9739,0.9768,0.9796,0.98254,0.98443
Tajikistan,,,,,,,,,,,,,,,0.99935,0.9994,0.9995,0.9995,0.9996,0.9997,0.9997,0.9998,0.9999,0.9999,1,1.00005,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0003,1.00027,1.00028
Thailand,,,,,,0.98567,0.9863,0.9868,0.9874,0.988,0.9886,0.9892,0.9898,0.9904,0.991,0.9916,0.9921,0.9927,0.9933,0.9939,0.9945,0.9951,0.9957,0.9963,0.9968,0.99743,0.9973,0.9971,0.9969,0.9967,0.99656,0.9971,0.9976,0.9981,0.9986,0.99906,1.0017,1.0043,1.00691,1.0066,1.00632
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,0.99417,0.9943,0.9944,0.9945,0.9946,0.9947,0.9948,0.9949,0.99495,0.9951,0.9953,0.9955,0.9957,0.9959,0.9961,0.9963,0.9965,0.9967,0.9969,0.9971,0.99725,0.99744
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97613,0.9832,0.9902,0.9972,1.0042,1.01125
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,0.75854,0.7655,0.7725,0.7795,0.7865,0.7935,0.80046,0.8172,0.834,0.85082,0.8437,0.83653,0.8563,0.8761,0.8959,0.91572
Tonga,,0.99955,0.9996,0.9997,0.9998,0.9998,0.9999,1,1,1.0001,1.0002,1.0002,1.0003,1.0004,1.0004,1.0005,1.0006,1.0006,1.0007,1.0008,1.0008,1.0009,1.0011,1.0012,1.0014,1.0016,1.0017,1.0019,1.0021,1.0022,1.0024,1.00255,1.0023,1.0021,1.0019,1.0017,1.00145,1.0016,1.0017,1.0018,1.0019
"Trinidad and Tobago",,,,,,1.00049,1.0004,1.0004,1.0003,1.0003,1.0002,1.0002,1.0001,1.0001,1,1,1,1,1,1,1,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.00013,1.0001,1.0001,1.0001,1.0001,1.0002,1.0002,1.0002,1.0002,1.0002,1.00017,1.00018
Tunisia,,,,,,,,,,0.72918,0.7393,0.7494,0.7595,0.7697,0.7798,0.7899,0.8,0.8101,0.8203,0.83039,0.843,0.8557,0.8683,0.881,0.8936,0.9063,0.9189,0.9316,0.9442,0.9569,0.9607,0.9644,0.96816,0.97607,0.9773,0.97844,0.98047,0.977,0.9798,0.9826,0.98538
Turkey,0.75207,0.7624,0.7727,0.783,0.7933,0.80364,0.8226,0.8415,0.8605,0.8794,0.89838,0.9018,0.9051,0.9085,0.9119,0.91524,0.9178,0.9205,0.9231,0.9257,0.9283,0.9309,0.9335,0.9361,0.9387,0.9413,0.9439,0.9465,0.9491,0.95175,0.95526,0.95683,0.95643,0.9659,0.97527,0.97967,0.98481,0.98817,0.9905,0.99202,0.99354
Turkmenistan,,,,,,,,,,,,,,,,,,,,,1.00005,1.0001,1.0002,1.0003,1.0003,1.0004,1.0005,1.0005,1.0006,1.0007,1.0008,1.0008,1.0009,1.001,1.001,1.0011,1.0012,1.0012,1.0013,1.00138,1.00146
Uganda,,,,,,,,,,,,,,,,,0.81741,0.8237,0.8299,0.8362,0.8424,0.8487,0.855,0.8612,0.8675,0.8737,0.88,0.88624,0.8971,0.908,0.9188,0.92968,0.9356,0.9416,0.9476,0.95355,0.9528,0.95213,0.9648,0.9775,0.99018
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00058,1.0006,1.0006,1.0006,1.0007,1.0007,1.0007,1.0007,1.0007,1.0008,1.0008,1.0008,1.0008,1.00084,1.00087
"United Arab Emirates",0.85904,0.8775,0.8959,0.9143,0.9327,0.9511,0.9695,0.988,1.0064,1.0248,1.04321,1.0429,1.0425,1.0421,1.0418,1.0414,1.0411,1.0407,1.0404,1.04,1.0396,1.0393,1.0389,1.0386,1.0382,1.0378,1.0375,1.0371,1.0368,1.0364,1.03606,1.0319,1.0278,1.0237,1.0195,1.0154,1.0113,1.0071,1.003,0.9989,0.99473
Tanzania,,,,,,,,,,,,,,0.90327,0.906,0.9088,0.9115,0.9143,0.917,0.9198,0.9225,0.9252,0.928,0.9307,0.9335,0.9362,0.939,0.94173,0.9429,0.9441,0.9453,0.9466,0.9478,0.949,0.9502,0.95137,0.9623,0.97331,0.9811,0.9889,0.99671
Uruguay,1.0112,1.0108,1.0105,1.0101,1.0097,1.0093,1.009,1.0086,1.0082,1.0078,1.00745,1.0076,1.0077,1.0078,1.0079,1.0081,1.0082,1.0083,1.0084,1.0086,1.0087,1.0088,1.0087,1.0087,1.0086,1.0085,1.0085,1.0084,1.0084,1.0083,1.0082,1.00816,1.00538,1.00702,1.01499,1.0088,1.00515,1.00681,1.00757,1.011,1.01175
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,1.00041,1.0004,1.0003,1.0003,1.0003,1.0003,1.0002,1.0002,1.0002,1.0001,1.0001,1.0001,1,1,1,1
Vanuatu,,,,,0.89306,0.8986,0.9041,0.9096,0.9151,0.9206,0.9261,0.9316,0.9371,0.9426,0.9481,0.9536,0.9591,0.9646,0.9701,0.97555,0.9777,0.9799,0.9821,0.9843,0.9865,0.9886,0.9908,0.993,0.9952,0.99736,0.9981,0.9988,0.9995,1.0002,1.001,1.0017,1.0024,1.0031,1.0038,1.00454,1.00486
Venezuela,,,,,,,1.01685,1.0171,1.0174,1.0177,1.018,1.0183,1.0186,1.0189,1.0192,1.01946,1.0193,1.0192,1.0191,1.019,1.0188,1.0187,1.0186,1.0184,1.0183,1.0182,1.01806,1.0165,1.015,1.0134,1.0119,1.0103,1.0088,1.0071,1.00545,1.0097,1.0139,1.0136,1.0132,1.0129,1.01254
Vietnam,,,,,0.9783,0.9797,0.9812,0.9826,0.9841,0.9855,0.987,0.9884,0.9899,0.9913,0.99277,0.992,0.9912,0.9904,0.9896,0.9888,0.988,0.9872,0.9864,0.9856,0.9848,0.98397,0.9851,0.9861,0.9872,0.9883,0.9894,0.9905,0.9915,0.9926,0.99369,0.9944,0.9951,0.9959,0.9966,0.9973,0.99805
Yemen,,,,,,,,,,,,,,,,,,,,0.42725,0.4497,0.4721,0.4945,0.5169,0.5393,0.5617,0.5841,0.6065,0.6289,0.65126,0.6695,0.6878,0.706,0.7243,0.7426,0.7608,0.7791,0.7973,0.8156,0.83385,0.8474
Zambia,,,,,,,,,,,,,,,,0.97406,0.9672,0.9603,0.9534,0.9465,0.9396,0.9327,0.9258,0.9189,0.91202,0.8924,0.8728,0.85315,0.8489,0.8446,0.8403,0.836,0.83173,0.8707,0.9097,0.94861,0.955,0.9614,0.9679,0.9743,0.98069
Zimbabwe,,,,,,,,0.90392,0.9113,0.9186,0.9259,0.9333,0.9406,0.948,0.9553,0.9627,0.97,0.97734,0.98,0.9827,0.9854,0.9881,0.9907,0.9934,0.9961,0.9988,1.0015,1.0042,1.0068,1.0095,1.0122,1.0149,1.0176,1.0202,1.0229,1.0256,1.02828,1.031,1.0338,1.0365,1.0393
