Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22368.9973,23681.35494,25070.70676,26125.85407,26649.02176,24040.48834,25631.76364,25618.38704,25741.26828,27654.43734,26648.02588,21984.62135,15609.08116,15421.03947,10656.77636,10504.39775,9886.778065,10048.88297,9392.358109,9076.253548,9267.537334,9836.525545,10604.90279,11306.81702,12138.41517,13049.44473,13673.54861,14083.67402,15187.60841,14278.1999,15291.35555,16333.69008,16213.73245,17737.51854,18586.94824,18514.00103,19303.45191,19882.55547,20578.44491
Morocco,22871.26791,23624.78519,24403.53185,25207.50788,26038.39524,26896.19394,27067.75368,27239.31341,27414.23707,27587.47877,27764.08438,28736.25623,29743.74921,30784.88135,31863.01657,32979.83683,34816.53521,36755.83304,38804.45815,40965.77447,43248.19178,45671.89357,46770.21229,48440.39681,51049.11401,54470.21704,60466.3981,63428.32653,65273.4347,68260.5925,74473.74618,72415.02931,79393.47398,78934.29938,82237.66533,87386.13945,94228.3455,92107.39618,101534.772,103857.5563,107783.2468,115561.1026,113137.0068,112298.8853,124189.3039,117476.1821,132011.3538,129951.1545,139357.6114,140864.6004,143559.1894,154067.6791,158876.6914,168347.7157,176423.3335,182230.6319,196033.936,202957.6851,214979.4324,224102.5454,232653.642,244858.1211,252228.1997,263667.9007,270706.3665,283022.1145,286482.1085,297477.9891,309705.1513
Mozambique,2722.26552,2817.544813,2918.268637,3018.992461,3089.771365,3280.329951,3296.663544,3370.164713,3530.778379,3721.336965,3811.171727,3920.062348,4189.566635,4039.842031,4214.067024,4309.346317,4448.181859,4753.075597,5286.639639,5915.482974,6231.265774,6655.939195,6870.998171,7260.282141,6710.384506,5626.922829,5357.418543,5400.974791,5441.808774,5520.754474,5675.923608,5779.369698,5621.478298,5218.583001,5077.025194,4619.684587,4687.741225,4856.521687,5134.19277,5341.084949,5420.030649,5775.109049,5472.976259,5952.8387,6319.42039,6460.811831,8195.294772,9083.790668,10161.06242,10956.00838,11139.90867,12557.02267,13661.2624,14549.30122,15685.7654,17053.66665,18733.68037,20124.81674,21508.63977,22874.78886,24404.57417,26141.64726,28023.38756,30024.57925,32259.64579,34386.84041,35710.40448,37657.16993,40236.0197
"Burma (Myanmar)",9658.996268,11065.69486,11308.70423,11605.5765,10885.31676,12303.28898,13117.49565,13890.36566,13509.56747,15603.95753,16122.54454,16513.36374,17952.63059,18459.94398,18788.13189,19264.12963,18459.94398,18978.53099,20227.39875,21062.90005,22014.89553,22733.90264,22903.0071,22988.18565,24204.48514,25209.0909,26743.5573,28340.65498,30170.74103,31593.72376,34298.1425,36238.45961,38203.82923,39867.31607,41833.93832,43026.43792,42571.73482,40865.6587,36227.18598,37564.99016,38623.45882,38372.16806,42079.28114,44620.62155,47957.33304,51289.43321,54593.8654,57679.28299,61009.38676,67686.94394,76991.14535,85724.98711,96033.86138,109328.7877,124158.865,141005.948,159444.0274,178563.663,184991.9528,194507.1318,204902.9707,216360.0852,232225.0582,251792.3438,271913.7005,290927.2858,308733.5452,332506.0281,359106.5104
Netherlands,124414.5397,127024.2045,129584.6304,140848.0422,150422.9681,161583.7988,167523.2483,172233.7754,171722.9212,180118.1637,195273.5049,195837.7013,209251.2144,216827.8592,234800.0793,247087.2512,253896.5889,267258.8114,284410.3821,302721.12,319960.9105,333468.7982,344506.5316,360656.9101,374960.8277,374618.2066,392258.0637,402922.4015,412425.5206,421610.6381,426694.5606,424532.1497,419591.8408,426766.3674,440799.4708,454373.0105,466887.9125,473490.0363,485873.6345,508609.7238,529511.6619,542427.1087,551681.3265,558619.057,575160.2381,593082.4077,614236.0022,640647.2614,669639.2365,703467.3273,733285.7447,748862.5714,749638.65,751767.0168,767033.2005,783603.9524,811176.2231,841177.325,855469.4118,823238.8189,834786.144,848673.8662,839703.0269,838104.7359,850003.2858,869219.7902,888429.0242,917141.679,944911.4282
"New Zealand",27403.67786,28203.20751,27688.13374,28763.3387,31199.52507,33586.30713,34765.13073,36160.27093,37386.32777,39446.83795,40826.87501,41952.55916,43571.46829,45412.09729,47956.04649,50650.72289,53861.40423,54251.89215,52956.34429,55578.14807,57961.62845,59022.70481,61816.86591,65331.08529,69595.20211,71223.51012,71671.42996,70751.61892,69145.84433,69988.09029,70940.57643,72891.02627,75334.3415,77070.98172,80022.00262,82286.03177,83464.27356,84508.85026,84566.23672,85828.92366,86749.12825,84860.97664,85593.33499,89747.57066,95743.47768,99884.12254,103622.4588,106742.4726,107571.5104,112357.6909,117018.5267,119559.6935,125630.3196,131414.6423,137223.3165,140720.6449,144570.013,150298.5141,149696.2105,150178.9804,153189.7907,156049.7185,160031.8467,163536.7887,168708.4655,175750.6715,183019.5942,187993.2582,193782.0203
Niger,3707.149487,3844.314018,3985.185698,4129.764528,4281.757657,4441.165085,4604.279663,4774.808539,4952.751714,5138.109189,5468.045493,5694.181612,6294.739829,6917.540943,6936.07669,7458.784768,7366.10603,7399.470376,7458.784768,7236.355798,7458.784768,7881.399809,7473.613366,6202.061092,6743.304917,6557.947442,6602.433236,7114.019865,8070.464433,8648.779753,9067.687645,9175.19498,9063.980495,8897.158769,7392.056077,7521.806309,7866.571211,7584.82785,8011.150041,8022.27149,7877.69266,8073.833935,7547.70923,7657.101641,7963.744009,7437.237506,7815.75331,7854.52047,8852.973102,8940.970152,8709.967801,9410.258381,9912.557435,10611.87884,10524.29295,11409.99042,12072.52707,12454.69932,13656.51802,13559.31377,14692.87142,15017.50234,16797.04718,17681.98839,19013.26591,19766.45751,20761.2023,21924.25215,23390.66626
Nigeria,69500.63338,74713.18089,80064.72966,81941.24676,87987.80186,90281.32277,88196.30376,91810.3367,90767.8272,94729.3633,98968.90194,102304.9323,108142.9855,118290.078,123363.6243,131703.7003,127464.1616,107656.4811,106474.9703,135039.7307,176601.1094,197381.7988,204818.3666,222402.0268,248186.7618,240750.194,266951.9328,276682.0215,260349.3727,278350.0367,283562.5842,260835.8771,258472.8556,241028.1966,230255.5984,250619.284,255345.3271,253468.81,278628.0392,296628.7033,312057.8439,310335.1891,317142.3692,322117.7223,322944.1918,328990.8356,342321.6615,352200.777,360990.3039,362874.1146,382899.3114,408426.6326,468074.8125,512554.1163,566075.0421,605748.1661,646490.6411,693801.3426,743750.087,805878.0957,896611.164,940432.0239,980675.7238,1033577.452,1098793.269,1127940.876,1109703.556,1118454.654,1141346.721
Norway,45109.04441,47552.94722,49228.88921,51184.08967,53767.62171,54954.66581,57887.46651,59633.22311,59633.22311,62146.94054,65643.73385,69758.10299,71722.49473,74465.40749,78172.03578,82323.3656,85436.86296,90774.45463,92812.9633,97001.44936,98928.88042,104004.4228,109301.5337,114125.196,118909.5508,125125.9853,132415.2649,137924.7622,143261.5264,149525.6516,156350.9312,158849.8347,159223.6593,165549.2494,175569.0348,185318.9329,192810.1258,196190.8134,195689.8327,197721.6576,201542.5004,207759.4312,215185.5981,221308.2966,232496.4371,242154.2291,254329.7215,267770.2537,274797.6031,280330.1236,289315.5061,295348.6814,299594.939,302350.7378,314320.9123,322570.9595,330296.8331,340156.3818,341791.8286,336011.9744,338336.0447,341624.4567,350922.1989,354587.1879,361590.7052,368714.387,372738.7735,379848.2793,386971.6417
Oman,1819.476467,1934.103484,2056.008407,2185.191237,2323.471448,2469.029565,2625.504542,2791.0769,2965.746641,3153.152717,3347.836699,3386.045705,4068.34938,4250.297026,4253.935979,4272.130744,4495.926349,7472.589849,13593.30868,17083.06455,17674.3944,17825.41095,19493.87087,16788.30936,18718.77389,23291.11825,26278.69861,26356.9361,25852.94112,26961.00229,28591.2532,33463.81118,37324.74024,43556.44714,50841.63091,57953.96442,59203.94475,63940.042,65852.31176,68617.91599,68652.48605,72801.44325,78984.59792,83838.47504,87060.96607,91263.63146,93902.04599,99702.52985,102401.3661,102737.0422,109463.9923,114371.5776,113116.1488,110101.777,111518.3303,114297.7288,120440.6024,125797.9937,136116.6785,144434.7335,151376.5163,149698.1355,163668.9769,170825.5924,175169.2417,182486.9818,188018.9247,187985.3571,195185.7351
Pakistan,47445.76537,46747.62832,49025.3292,51905.16091,53098.51703,54490.31208,56481.07568,58102.55055,58822.00812,60573.29492,63897.89014,68153.66446,72761.48569,77789.36104,82450.52579,87634.94695,92832.05844,97809.15658,104397.9519,113180.8635,119197.324,119958.4417,124644.3304,131183.0623,136132.7319,142539.1306,149127.1626,158077.9091,167326.5134,179021.9676,195429.8241,208880.9425,223866.6982,235890.9096,250785.6318,269667.723,286081.1421,303597.9385,320657.4343,335723.3702,352030.8712,374352.7279,392312.3247,404971.3577,424064.484,448777.8485,467276.9803,479399.9665,497796.7428,517932.2205,533122.8548,546653.203,568058.6321,602683.3101,652211.884,700324.5361,740084.2996,779027.4757,799658.7603,811370.1255,836529.2235,867733.2166,900358.8745,935185.3609,973112.7629,1014776.191,1064403.944,1122127.989,1187040.93
Peru,33841.32286,36475.53927,38356.57345,40785.20186,41918.81797,45035.30157,47073.88918,49371.86352,49523.6528,49777.27538,56653.90597,61686.00865,66287.72149,69358.0919,74192.29211,79185.96713,85864.69524,89292.44293,88345.20099,90623.96151,97698.49456,102085.0125,105362.8923,110919.5326,116768.2231,126017.762,127785.4346,127714.3434,127700.8937,135344.1562,141657.8215,148134.8044,148298.122,128382.9848,134262.4175,136877.42,150536.5334,163352.1596,149873.6562,131549.4243,124849.561,127620.2963,126928.8486,133587.8435,150029.2975,161146.8521,165658.1563,176388.3683,175696.0966,178321.7844,183128.1282,184257.1905,194309.1411,202402.1274,212439.2436,225790.1987,242787.9424,263468.7367,287559.7934,290576.1203,315132.8122,335462.5258,355424.6761,376175.5216,385224.5023,397920.2716,413834.2805,424874.3665,440845.2405
Philippines,43125.43147,47774.34383,50739.50327,55275.91119,59432.85497,63557.38222,68017.51594,71695.83914,74176.65742,79226.00932,80305.28922,84816.90802,88865.16107,95138.71385,98418.50436,103601.3361,108187.3222,113946.0242,119582.6874,125150.7039,129860.6356,136910.2783,144367.988,157246.8863,162841.5987,171902.9734,187043.4017,197521.5696,207736.5916,219452.3084,230752.3308,238650.524,247219.9301,251924.1413,233475.3197,216414.6884,223809.4719,233460.0648,249224.0347,264688.6283,272727.9287,271150.6943,272066.1266,277823.8657,290013.772,303582.6347,321329.8809,337991.7999,336042.5543,346399.0707,361679.508,372146.5268,385714.5815,404886.0355,432003.7615,452643.4627,476375.4122,507895.5566,528987.2671,535061.7662,575899.0583,596975.5166,636876.3668,681865.3763,723768.097,767675.8197,820828.8735,875073.5656,931479.5549
Poland,132217.2512,138034.8103,141208.0243,149405.4939,157867.3979,165535.9985,172940.1646,182063.1549,190921.7108,196474.8353,207052.2154,223579.3718,220538.375,233760.1001,244205.263,257691.4226,273954.1445,283870.4384,301058.681,298017.6842,313487.1026,335831.8181,360292.0096,387396.5461,410137.9133,429441.6319,440151.2293,448348.6989,464611.4208,456017.2994,444514.3986,420847.5106,417013.2103,437639.1015,453901.8234,458661.6445,473205.5421,466859.114,477172.0596,469767.8936,424285.1591,394585.198,404844.4131,420228.5008,442080.3829,473026.0097,501675.3436,534081.1113,558727.2701,584664.9361,611322.9375,618952.0284,631588.6618,654088.731,687680.3484,711705.6142,755686.4686,808847.7142,843220.5754,867001.586,898273.7112,943342.216,958510.2782,971851.7092,1003759.022,1042349.481,1072205.796,1120959.756,1169159.133
Portugal,35618.97011,37214.39261,37262.92257,39863.31971,41776.20905,43499.0227,45397.75747,47407.70674,48030.50792,50630.90505,54011.82575,56962.04303,60743.33591,64348.70768,68591.0352,73696.79163,76695.53887,82484.75893,89822.89362,91729.71671,100089.0027,106727.4971,115280.9029,128193.917,129659.9263,124022.3623,132579.8123,140006.9186,143949.978,152066.6142,159046.8404,161620.9505,165070.622,164783.4863,161687.6792,166227.2527,173110.419,184157.0516,197949.6713,208116.6983,217226.1766,224545.4197,231574.2721,229982.3717,233407.5815,238793.8027,247143.6024,258082.782,270449.5925,280965.176,291606.7217,297273.4548,299558.9202,296760.3591,302136.4367,304453.3055,309181.602,316886.4119,317517.7936,308061.8984,313910.9453,308176.3461,295762.0817,292419.5449,295031.4306,300407.1594,305271.8859,313441.533,321185.6194
Qatar,8703.419481,9434.506718,10000.22898,10992.41881,12245.71121,12541.62747,13464.18994,13951.58143,14630.44815,16144.84314,17067.4056,17084.81244,17746.27232,18912.53053,19539.17674,20957.83411,28442.77487,34395.91379,39635.37232,42289.91526,42855.63753,53230.11355,60053.59442,71063.42007,64596.77939,66441.90432,71463.77736,63735.14086,69766.61056,72621.33215,77773.75649,66572.45561,53978.60762,48451.93625,47276.97462,42202.88107,35710.13013,36423.81053,36972.12596,37372.48325,37381.18667,36760.0099,40924.78444,40382.77315,40955.36158,41938.01884,43772.64747,56909.50998,63293.85007,66005.58198,71304.6429,74084.23094,79405.07283,82358.9087,98187.3976,105544.3422,133165.5559,157116.2557,184868.5741,206972.4982,244499.8687,277202.3335,290195.5253,302993.9449,315049.7169,326237.1818,333512.8666,339440.0765,349106.7701
Romania,70714.29831,75831.79475,81315.42314,87198.86121,93507.78483,100272.875,104698.7883,109324.1096,114151.1698,119194.6407,124457.165,132872.1665,137539.3102,147439.312,156773.5994,166532.1725,185554.3188,194040.0346,198141.4639,207263.6084,211930.752,241842.9002,257400.0459,265602.9045,280523.6214,293110.7665,308102.1978,315102.9133,325356.4865,334761.4882,335680.7741,333630.0594,333912.9166,330942.9161,344095.7756,343530.0612,349399.348,342045.0609,341196.4894,330306.4874,294454.3382,246785.9297,225256.4785,228682.5371,237680.4778,254649.0916,264503.5529,251764.6769,246509.7013,245519.8976,251400.3563,265458.6114,279220.5285,294645.399,319273.6915,332593.4705,359385.7919,384053.0649,415775.3807,391201.5748,380202.5364,387919.8173,392723.0354,406592.4181,419100.426,435754.7262,456761.42,482617.5058,503890.0599
Russia,,,,,,,,,,,1220995.06,1308906.704,1405765.8,1461996.432,1557026.2,1642662.642,1759291.689,1870127.065,1986074.944,2037712.892,2208880.775,2301653.768,2368401.727,2554271.202,2645754.842,2753640.127,2838604.083,2926189.614,2981638.6,3011513.913,3116386.227,3153795.593,3172879.589,3236151.161,3249311.935,3297988.473,3380115.564,3377093.72,3431035.122,3455200.866,3369837.134,3201345.277,2737150.212,2499018.146,2181642.853,2092195.496,2016708.523,2044568.334,1935281.291,2058198.941,2264970.191,2380266.033,2493185.772,2676410.752,2868459.3,3051355.28,3300151.572,3581820.338,3769788.386,3474950.524,3631453.48,3815427.847,3954918.818,4025525.64,4055258.918,3940570.809,3931701.547,3985821.177,4047402.79
"Saudi Arabia",45365.77356,49176.49854,52125.27382,57296.972,63829.6434,65326.71392,70135.48592,72630.60347,76214.49958,84062.7784,92455.44651,103433.9637,115773.4541,125844.6558,136913.9046,153517.7777,175837.7383,191307.4671,208364.9979,224333.7502,245383.4692,280768.7725,323866.2574,387786.6324,446263.1145,447442.6246,486048.8979,559496.0853,592794.5631,632398.8834,696319.2583,751484.039,763914.2609,681802.2108,681030.9926,635438.3902,596741.3854,624323.7757,644284.7161,667557.3579,761010.8514,875222.4084,910122.2445,897710.3914,902726.3625,904640.9238,928500.0999,938748.1467,965909.6477,929559.9094,981851.6674,969963.8504,942618.6951,1048588.594,1132040.131,1195137.803,1228463.459,1251154.428,1329349.034,1301974.19,1363973.389,1504302.517,1585707.621,1628101.38,1687990.625,1757306.306,1787910.289,1774889.039,1799301.896
Senegal,5087.239843,5275.467718,5468.782832,5667.185186,5875.762019,6094.513332,6318.351886,6552.364918,6796.552431,7045.827183,7193.357139,7518.940489,7768.215241,8068.362392,8302.375425,8612.697055,8856.884567,8750.052531,9299.474434,8694.092892,9436.82991,9421.56819,10032.03697,9467.353349,9864.158056,10606.89507,11553.12168,11242.80005,10800.21019,11558.20892,11176.66594,11090.18286,12774.05925,13099.6426,12494.26106,12967.37436,13593.10486,14147.614,14870.00206,14615.64007,15276.98125,15667.43024,15862.12051,16068.45171,16065.66882,16927.34506,17267.94434,17807.40202,18857.8052,20054.73236,20696.28099,21644.35717,21786.08563,23242.10081,24606.59131,25987.77913,26629.75638,27944.84442,28973.89144,29676.00513,30941.79632,31515.27603,32932.22519,34107.08182,35505.6192,37800.58164,40349.41418,43105.41799,46121.09492
Singapore,6012.865228,6378.727398,6810.868946,7311.941049,7677.803219,8160.317095,8483.760463,8886.739085,9239.345379,9199.577752,10082.41907,10930.79512,11694.33356,12852.8971,12407.49968,13343.3645,14828.02258,16583.10053,18884.32055,21469.21632,24414.67191,27471.47685,31156.6103,34751.6038,37100.54497,38571.94718,41326.51815,44531.7889,48370.69051,52843.22298,57967.94454,63522.15646,67872.73488,73424.29563,79551.16139,78079.75918,79468.97496,87003.61472,96744.0322,105667.8877,114875.419,122557.2258,131243.5929,146385.6747,162378.9774,173791.0464,186880.8731,202375.3863,197872.069,209932.7762,228611.6383,226434.5923,235971.3076,246437.4094,269970.1501,290188.6397,315899.9223,344683.2295,350844.8566,348727.8998,401875.3466,427397.1365,444849.0338,467585.6561,485746.156,496632.0089,508536.3848,526937.9891,548304.526
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73498.96267,76568.15013,78425.81622,79960.40994,80768.09085,78748.88858,67251.55085,62947.45159,67466.11119,71652.62717,77293.1836,82515.957,87522.77003,91033.88188,90847.33075,91946.66562,94996.00855,99292.61042,104672.9647,110177.54,117615.4436,127557.5218,141333.1161,149289.8512,141194.6293,148313.2012,152494.3608,155021.3606,157332.1805,161659.2889,167883.2933,173464.9032,179137.7449,185964.1084
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43149.10781,42842.6161,42538.30143,42756.44657,43585.39808,44021.68835,45417.81722,45156.04306,43847.17225,43629.02711,40095.07591,36526.68006,34530.9237,35512.89368,37404.73022,40169.24533,41581.76291,43708.34913,45144.47376,47525.59004,49500.41671,50960.50337,52915.45043,54419.37874,56787.53777,59060.73615,62401.22131,66732.84724,68935.22449,63560.09632,64346.76105,64764.58794,63035.7715,62322.05785,64178.84931,65628.64117,67694.70107,70891.49942,73697.7525
"South Africa",93419.37252,97810.08303,101266.5998,106030.9878,112290.0858,117895.2481,124434.6042,129198.9922,131908.154,137793.5745,143585.5756,149751.2542,158158.9977,169742.9999,181140.1633,191976.8105,200291.1347,214023.7824,223272.3003,237004.9481,249336.3053,261574.2431,266618.8892,277829.2139,293430.2491,298848.5727,306135.2837,305574.7675,314636.4466,326967.8038,348080.582,366390.779,364896.0691,358263.2936,376480.0713,371995.9414,372182.7801,379749.7493,395350.7845,403571.6893,399834.9144,395763.4708,387306.0201,392083.517,404764.0584,417375.0234,435350.2299,446873.2064,449185.1514,459777.4212,478879.0792,491978.7939,510023.5767,525064.5705,548979.0035,577949.2389,610335.5769,643052.4028,663572.5371,653366.1221,673226.9956,695337.0973,710726.7081,728418.7092,740798.8963,750420.7715,752517.1277,762438.5753,777394.4034
"South Korea",26115.68091,24105.65378,25671.12747,33114.09653,35056.63369,36959.55718,37135.61795,39998.07264,42094.66298,43726.15945,44594.72591,46846.8366,48267.06015,52520.39492,57055.42692,60491.54629,67776.06066,72705.76222,81985.63198,94412.58801,102521.6537,112524.8397,120754.2136,141187.5331,153473.6405,163660.2233,182903.6655,201781.7815,220724.4532,236467.2204,230120.2297,244403.1596,262946.7603,293182.2632,318621.5773,339483.3114,378709.651,422331.6412,469937.0063,499940.6958,547475.6366,604161.1417,641470.8864,685391.1647,748489.1027,820123.9012,882408.4258,934666.1588,883528.7778,983443.5578,1071210.12,1119685.801,1202905.704,1238189.419,1298858.862,1349822.024,1419690.621,1497254.085,1539614.614,1550507.672,1651240.955,1712034.635,1751281.016,1802001.968,1862214.918,1914174.847,1968302.531,2029268.712,2085306.695
Spain,130102.9769,143030.8867,154702.8577,154198.7878,165908.8818,172521.0925,186554.5673,192522.9241,200842.195,196229.3203,199338.4572,224897.7651,250734.5232,276342.5438,303517.8404,323608.6255,347763.7388,371120.3884,393401.1242,428823.6817,453387.5575,479330.2127,518935.7031,565269.8909,607281.3619,628655.6191,655600.0602,681697.325,704420.7104,714451.2774,730661.9952,734434.0475,747588.577,766486.9615,777644.2729,793437.7564,819638.8003,866294.9152,913656.3043,961896.6387,1004679.04,1030232.069,1039815.787,1029091.991,1053615.035,1105958.333,1135540.324,1177437.379,1228137.579,1283216.779,1351087.393,1405145.397,1445611.843,1491691.754,1538929.85,1596224.236,1662852.602,1725525.39,1744811.361,1682456.14,1682692.758,1665886.613,1617113.609,1589530.421,1611465.897,1666775.489,1721353.431,1773851.318,1821588.379
"Sri Lanka",14375.83958,15269.95039,15970.61644,16279.82342,16723.07086,17700.95696,17818.24236,18078.70735,18604.20689,18864.67188,19559.24518,19959.84338,20677.26449,21105.28006,22109.06034,22803.63364,22549.2614,24610.13351,26445.57393,27498.0962,28806.51389,28562.80396,29164.46285,30344.93283,31331.95806,32058.51829,33005.94065,35158.20398,37353.11655,39793.26224,41963.80381,44632.42756,46895.88355,49299.47275,51713.72426,53891.88177,56606.20113,57163.6876,58673.16599,60231.38636,64109.42064,71046.4502,68819.12679,73964.43025,79908.05846,84743.42165,95050.01217,104831.68,103106.3655,106075.0389,115004.0319,112763.8214,116966.0925,123914.2693,130661.4715,138817.1178,149461.9885,159620.598,169118.1589,175103.0436,189139.2979,205035.9606,223785.6368,231384.7767,242863.0948,254613.7239,265764.968,277724.3916,291610.6111
"Saint Lucia",213.5833935,222.7931638,232.4000616,242.4212114,252.8744757,263.7784874,275.1526828,287.0173365,299.393597,312.3035251,325.7701325,339.8174235,354.4704372,369.7552926,385.6992348,402.3306839,419.6792853,437.7759629,456.6529737,476.3439661,496.884039,522.0182508,535.5520578,543.285661,574.2200765,599.3542883,711.491542,777.2271738,835.746952,858.5419585,810.1952744,830.863307,855.4214638,903.1524451,965.198523,1037.669573,1212.053474,1244.923622,1422.330066,1527.069554,1572.113831,1573.483865,1666.646166,1683.086572,1713.912333,1745.423112,1768.713687,1773.508805,1833.790294,1891.331716,1900.921953,1860.505954,1844.750565,1909.142156,2015.319778,1998.194355,2105.056995,2139.307841,2250.280582,2232.470142,2235.210209,2311.247087,2296.176715,2300.286817,2279.051292,2324.262409,2347.552984,2384.543898,2450.990539
Sudan,20159.40452,21127.05594,22175.34497,23223.63401,24352.56066,25541.96553,28243.32574,27860.29705,29009.38311,32456.64128,33061.42342,33061.42342,35359.59553,34351.62531,33988.75603,36286.92814,35742.62422,34633.85697,36750.59444,38988.28835,37355.37658,39935.78036,39089.08537,35944.21826,39552.75167,44572.4434,52777.32104,60800.76404,59853.27203,53644.17543,54168.31995,55297.24661,62292.55998,63582.76186,60397.57595,56607.6079,58845.3018,60155.6631,60861.24225,65639.02113,60377.41655,64912.31034,69182.15214,72342.91115,73070.84596,77452.97205,82037.51009,90706.19746,94614.2777,97551.1954,103741.6653,110485.2474,117586.4369,126681.2677,131600.6906,141457.2377,155693.9298,173632.8443,187179.6152,193247.693,199952.103,200223.3939,178249.3151,194748.6281,204790.0038,214870.7549,220890.7639,227898.8261,235381.6777
Sweden,90925.47572,94495.23617,95161.69359,96722.50624,101378.1327,103999.9149,107897.1587,111371.1638,114149.9848,119156.0759,125945.1322,133027.1998,139055.9584,145931.1944,155782.5076,163592.3162,168611.813,175136.5844,182373.7758,191355.6302,200410.2586,205130.9987,210499.0451,218444.8263,226388.6924,228688.7365,233434.373,230098.2557,229784.178,237130.5305,238972.864,237555.6844,240361.317,244639.6672,252330.7391,256641.6461,263557.0995,271883.987,279463.9827,288053.24,291456.3861,288116.3692,284778.2738,278895.8472,290295.9993,301978.4002,306562.0133,315453.792,328787.3666,343681.9366,359956.2631,365583.8563,373164.5199,382067.256,398574.5856,409807.7312,429020.0388,443627.9518,441156.7329,418284.2605,443334.9976,455147.2505,453844.0701,459477.205,471443.4919,492762.0221,508702.5873,522210.8654,538640.9326
Switzerland,97974.03244,105907.2923,106780.0661,110538.2896,116765.1502,124622.4166,132896.4958,138174.5891,135249.9911,143754.3536,153813.1284,166264.5468,174234.652,182775.8598,192380.9765,198492.6954,203351.6732,209576.2309,217092.678,229325.3272,243950.62,253894.2531,262018.6481,270009.4789,273938.1121,253988.6693,250421.5809,256517.18,257564.969,263982.9647,276130.4091,280552.2114,276878.5838,278648.1137,287031.0741,297575.4363,303106.2956,307911.9552,318004.0695,331776.2229,343967.76,340817.6397,340668.5489,340239.3791,344559.5977,346216.5041,348086.1776,356231.9086,366882.8264,373100.4925,387788.7448,392878.1951,393517.067,393672.8541,404602.0666,417206.3906,433847.2094,451686.5427,461418.9964,451165.7515,464712.9649,472579.6379,477333.9285,486174.3277,498081.77,504190.2095,511127.2743,516576.1187,526085.5044
Syria,7470.55375,7186.672707,9054.311144,10264.54085,11773.59271,10623.12743,12580.41251,13357.3501,11512.12333,11945.41545,12162.0615,13163.11571,16285.80717,16278.33662,16644.39375,16599.57043,15322.10574,16592.09988,17212.15584,20439.43506,19662.49747,21612.312,27020.99291,24712.5918,30674.0937,36658.00725,40677.16517,40161.69696,43665.38667,45249.14406,50672.76608,55491.27325,56671.62074,57478.44055,55140.15723,58509.37697,55618.27267,56679.0913,64201.93892,58449.61254,62917.00368,69666.04568,78894.21506,84739.22074,89428.54458,94278.42103,97074.72995,96016.50375,101348.8864,98185.66067,100438.6994,104134.6968,110275.2508,108029.211,115486.1055,122664.1008,128853.7538,136165.8964,142261.3811,150672.5774,155855.118,146659.666,115421.1572,95337.87581,79416.45055,67503.98296,68651.55068,69818.62704,71005.5437
Taiwan,11859.29423,12809.35778,14343.00699,15682.12765,17177.5659,18570.52928,19591.80418,21033.3997,22445.46856,24163.22515,25526.66188,27282.62943,29438.07527,32191.00165,36119.78366,40140.61936,43718.55523,48401.13537,52840.55483,57568.29339,64034.63089,72381.99001,82021.57451,92546.95867,93622.07629,98236.91882,111852.1806,123251.2064,140004.9779,151449.1621,162506.0261,172520.7728,178648.4222,193738.2799,214273.2002,224885.4274,251066.8863,291740.7223,305248.2987,330380.6928,348200.8977,377308.4277,408599.4583,436393.3428,469097.1797,499594.1969,530445.5779,562872.2003,586574.8452,625975.0558,666166.0835,657772.9329,694440.9527,723056.02,770098.0832,811805.5821,857457.1411,913337.017,919768.2352,905359.0345,1001607.774,1039714.462,1061171.64,1084543.312,1128153.32,1136271.072,1153090.354,1186002.385,1224152.609
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16902.17198,16984.40639,17067.04089,17710.49676,17977.50996,18177.17523,18605.34936,18189.06303,20481.08463,18949.84921,18780.36339,17184.0325,11633.59,10316.57981,8121.562833,7133.805191,6804.552644,6914.303493,7243.55604,7572.808587,8231.313682,8999.569626,9877.576418,10865.33406,11962.84255,12840.84934,13718.85614,14706.61378,15913.87312,16572.37821,17669.8867,18877.14604,20303.90708,21840.41897,23267.18001,24693.94105,26449.95463,27772.45236,29299.93724
