Country,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040,7600,8820,10620,12660,12430,12430,13210,14100,15250,16030,15090,14770
Luxembourg,1630,1680,1870,1920,2020,2070,2240,2560,3040,3360,4090,5250,6910,7960,8540,9100,10680,12980,15520,15530,14970,13520,13100,13160,15650,20150,26090,28780,31590,35460,39320,40390,41680,46150,48740,50790,47230,46600,46590,45750,42740,46120,62970,74020,71780,86450,88240,71410,78440,76890,75450,75850,76900,71240,76660
Macau,,,,,,,,,,,,,,,,,,,,,,,4760,4600,5220,6510,7480,8080,8970,9990,12560,14300,16030,17430,17490,17330,15690,14640,14710,15740,16320,17870,22260,24030,26350,34630,34420,36610,45690,54950,61410,70750,74400,64580,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660,1380,1330,1700,2080,2100,1910,1810,1840,1790,1820,2090,2560,2990,3310,3580,4330,4610,4700,4810,4740,5000,5200,5100,4980
Madagascar,130,130,140,140,150,160,170,170,180,180,190,210,260,310,300,310,310,390,460,430,390,360,320,300,290,280,260,230,240,220,230,240,240,230,240,250,250,240,250,260,230,280,290,290,280,330,400,410,420,420,430,440,440,420,400
Malawi,50,50,50,60,60,60,60,60,60,70,80,100,120,130,130,130,160,180,190,190,180,170,170,160,150,150,160,160,180,210,200,220,160,160,170,200,200,180,150,140,170,220,290,290,300,320,360,390,430,470,440,390,350,340,320
Malaysia,240,250,270,300,320,330,340,350,370,380,440,570,750,860,920,970,1130,1450,1790,1930,1860,1810,1950,1920,1860,1960,2140,2260,2400,2560,2880,3230,3600,4050,4500,4620,3640,3380,3460,3550,3790,4160,4740,5280,5850,6780,7550,7550,8240,9040,10150,10760,11000,10440,9850
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370,3900,3570,4210,4000,4880,5030,5380,5890,5960,6000,6520,7010,7430
Mali,,,,,,,,60,60,70,80,90,100,120,140,160,170,220,250,240,200,170,160,180,200,240,290,290,290,320,330,320,280,270,270,280,280,290,280,300,290,350,400,460,490,540,610,670,690,730,730,760,790,760,750
Malta,,,,,,,,,,,1090,1260,1560,1990,2120,2320,2660,3300,4280,4670,4550,3940,3830,3690,4000,4930,6260,6910,7600,7940,8720,8570,8600,8990,9490,9890,9810,10510,10920,11160,11380,12510,14300,15660,16310,17720,19950,19520,20530,21410,21600,22640,24280,24780,24140
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040,2640,2520,2530,2620,2850,2970,2970,3090,3320,3570,3620,3760,3760,3720,3790,3960,3990,4270,4390,4550,4450
Mauritania,,,,,,,190,180,190,190,190,230,320,340,350,370,380,430,480,480,440,420,400,380,400,440,490,510,480,540,610,640,580,590,650,580,550,560,520,470,470,520,590,700,840,930,1050,1080,1130,1200,1310,1410,1380,1230,1120
Mauritius,,,,,,,,,,,,,,,,,1020,1230,1250,1280,1190,1070,1030,1060,1250,1630,2070,2230,2440,2620,2990,3120,3230,3470,3780,3900,3780,3640,3870,3900,3890,4260,5040,5420,5920,6470,7380,7720,8250,8580,9260,9790,9790,9780,9760
Mexico,360,390,440,470,510,550,610,630,680,720,810,970,1190,1430,1500,1440,1550,1850,2460,3090,2760,2210,2040,2130,1940,1910,2000,2300,2760,3210,3710,4480,5220,4580,4350,4330,4650,5130,5810,6310,6650,6940,7470,7810,8370,9190,9690,8790,8940,9170,9870,10020,10190,9830,9040
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120,2130,2210,2150,2110,2010,2060,2210,2250,2270,2380,2440,2550,2550,2550,2560,2770,2870,3050,3220,3280,3210,3560,3680
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,460,400,370,400,460,570,730,890,1030,1160,1500,1570,1820,1990,2140,2470,2560,2230,2120
Monaco,,,,,,,,,,,15850,20160,24700,28350,29870,32490,36450,44230,52790,52490,47410,40860,38120,37590,43380,55320,71200,75280,79560,82530,91310,89570,92220,97050,101120,99630,95020,92430,90830,86420,84090,94220,113130,128440,137370,161010,186080,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,1440,1320,1230,1350,1520,1690,1590,1430,1200,810,510,430,460,550,580,520,480,470,480,530,610,760,900,1120,1410,1800,1790,2000,2600,3660,4350,4240,3850,3550
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2440,3100,3660,4310,5230,6500,6710,6890,7240,7000,7330,7320,7260,6970
Morocco,,,,,,,220,240,250,270,290,350,440,540,580,600,650,780,970,960,940,780,730,680,770,860,1080,1100,1150,1230,1270,1220,1340,1300,1510,1460,1450,1410,1390,1390,1370,1540,1830,2060,2240,2370,2690,2880,2930,3000,2970,3080,3040,3000,2850
Mozambique,,,,,,,,,,,,,,,,,,,,,290,230,230,270,330,300,240,190,180,200,180,180,160,160,200,230,260,280,280,280,250,280,310,350,370,400,440,480,460,480,520,590,620,590,480
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,190,230,270,300,360,480,650,860,1020,1160,1230,1240,1190,
Namibia,,,,,,,,,,,,,,,,,,,,,2080,1920,1750,1380,1390,1660,1730,1890,2020,2170,2310,2220,2260,2420,2450,2420,2270,2130,2110,1970,1890,2160,2760,3380,3870,4150,4220,4150,4400,5020,5510,5800,5750,5260,4620
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580,5800,6760,9190,13330,14730,11850,10750
Nepal,50,50,50,50,70,80,80,70,70,70,80,90,100,110,120,120,120,130,140,160,160,150,160,160,170,180,210,210,210,210,200,190,200,210,210,220,210,220,230,240,240,260,280,310,340,370,440,480,540,600,690,720,730,730,730
Netherlands,1220,1310,1460,1700,1840,2000,2230,2480,2800,3180,3800,5010,6290,7540,8240,8980,10330,12600,14640,13830,12190,10930,10590,10200,11540,14530,18340,19290,20060,21010,23230,23730,25050,27340,29400,29490,27930,28370,28560,27180,26800,30700,37300,42390,46080,49390,52460,53520,53530,54120,52500,52330,51330,48850,46310
"New Caledonia",,,,,,1830,2160,2520,3220,3420,3780,3990,5270,6400,6440,6580,6980,6900,7980,7940,7160,5920,5480,5510,6170,8070,13270,14530,14760,15200,16070,16340,16780,18220,18240,17810,15730,14810,14020,,,,,,,,,,,,,,,,
"New Zealand",,,,,,,,,,,,,,,,,,6530,7670,8240,7860,7370,7010,6950,7860,10010,12550,13570,13640,12160,12050,12360,13410,15290,16730,17160,15790,15040,14080,13810,14170,16960,21490,25430,26390,28130,28640,29670,29680,32250,36720,39850,41530,40020,39070
Nicaragua,140,150,160,200,230,290,290,310,310,320,330,380,510,570,610,680,650,500,600,660,680,690,710,690,760,860,680,370,310,220,240,300,450,620,880,890,890,930,970,980,970,1010,1100,1180,1210,1300,1410,1400,1490,1600,1720,1810,1890,1960,2050
Niger,150,160,160,170,170,170,160,150,150,160,150,160,210,230,220,230,280,350,410,400,350,290,210,220,250,270,330,320,300,290,280,230,200,180,190,190,190,180,170,170,160,190,210,250,260,280,320,330,350,360,390,400,420,390,370
Nigeria,100,110,110,110,110,100,100,120,170,180,200,220,340,400,510,560,560,640,760,760,730,550,420,370,280,240,280,270,290,270,270,190,170,180,230,280,270,280,270,310,350,410,610,670,850,980,1160,1160,1470,1730,2480,2700,2980,2870,2450
Norway,1610,1710,1860,2050,2240,2470,2630,2850,3120,3580,4230,5320,6750,8380,9150,9960,11110,13110,15650,16420,15750,14940,15150,15710,17550,20830,23970,25080,26510,27830,30790,30220,30860,32700,35800,37920,36110,35550,36560,38250,39900,44760,54110,63790,69980,78400,87350,87840,88430,90270,99100,104180,104860,93560,82330
Oman,,,,,,160,230,280,320,330,360,310,700,1510,2770,2720,2650,3070,3960,5480,6210,6160,6320,6560,5930,5390,5210,5660,5710,6040,6510,6280,6160,6270,6470,6810,6490,6380,7070,7920,7960,8260,9380,10620,11500,14460,17380,17700,18170,17000,19560,20580,19490,18080,
Pakistan,90,100,100,120,130,140,150,160,180,180,180,160,150,160,190,220,260,300,350,390,400,390,380,380,370,400,430,420,420,420,440,450,450,490,500,490,470,460,490,500,510,560,640,730,820,910,1010,1060,1080,1150,1260,1360,1390,1430,1510
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4810,4980,5770,6360,6370,6110,6030,5890,6790,7820,7680,8680,9250,9190,9370,9120,8640,8910,9310,9670,9760,10650,12180,12450
Panama,490,530,550,590,630,670,710,770,810,890,960,1090,1220,1370,1350,1360,1570,1760,2200,2410,2590,2530,2530,2820,2860,3280,2740,2570,2660,2730,3020,3260,3440,3470,3560,3600,3690,3760,3910,3840,3970,4110,4510,4840,5160,5760,6540,6780,7130,8480,9530,10510,11520,11730,12140
"Papua New Guinea",130,130,140,150,170,180,200,220,250,270,300,380,480,540,510,520,610,700,770,770,700,660,650,650,690,740,850,860,790,840,890,1040,1090,1000,990,900,760,660,600,530,500,490,550,670,710,900,1060,1130,1230,1460,1750,1970,2160,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,1850,1850,1720,1560,1360,1290,1190,1050,1130,1230,1470,1820,2360,2450,2930,3260,3430,4180,4390,4210,4070
Peru,290,310,340,390,460,490,480,480,510,570,630,750,930,1090,1080,1030,870,910,1030,1170,1140,920,890,840,840,950,790,790,850,1210,1420,1560,1780,1970,2170,2300,2180,2060,2000,1930,1980,2100,2300,2550,2810,3200,3760,3910,4340,4860,5660,6240,6330,6110,5950
Philippines,220,190,170,180,200,210,220,240,220,220,220,260,320,380,420,450,500,590,700,750,740,670,570,520,540,600,660,700,720,720,770,820,920,1020,1160,1230,1200,1180,1220,1220,1180,1260,1400,1520,1650,1890,2230,2470,2730,2620,2980,3300,3470,3520,3580
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2420,2750,3180,3770,4190,4330,4390,4660,4700,4890,5490,6260,7340,8460,9940,11990,12510,12730,12900,13220,13480,13630,13300,12680
Portugal,410,430,470,520,570,640,730,790,950,1070,1270,1700,2070,2210,2330,2430,2530,2870,3360,3430,3230,2830,2520,2530,3080,4160,5640,6320,7140,8190,9870,10100,10450,11220,12080,12350,12170,12240,12140,11800,11730,13230,16120,18550,19330,20770,22440,22840,22960,22660,21150,21340,21260,20370,19850
"Puerto Rico",820,900,960,1060,1160,1240,1370,1560,1750,1910,2100,2380,2590,2660,2650,2740,2980,3390,3720,3890,3770,3670,3970,4280,4740,5320,5830,5980,6150,6360,6700,7050,7340,7800,8150,8430,8710,9420,10310,11350,11600,12530,13820,14750,15210,15660,16240,16540,16640,17350,18460,19320,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35890,38280,51430,59430,67810,63730,66360,69820,75850,81810,82750,75660,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1190,1270,1500,1650,1600,1590,1620,1720,1780,1960,2330,3010,3930,4960,6520,8630,8810,8590,8610,8740,9260,9600,9520,9470
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,3080,2920,2650,2640,2610,2650,2130,1750,1710,1780,2100,2580,3410,4450,5800,7560,9590,9230,9980,11040,13330,14840,14420,11660,9720
Rwanda,40,40,40,40,40,50,50,50,60,60,60,70,80,100,130,160,180,230,270,280,270,260,250,260,300,320,360,350,350,320,340,310,150,210,220,260,260,260,240,220,220,210,230,270,320,370,450,510,560,600,650,680,700,710,700
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,1550,1570,1600,1630,1630,1720,2100,2370,2560,2810,3060,2990,3200,3470,3780,3920,4040,4070,4100
"San Marino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26380,26110,30400,36990,41830,44370,47510,51810,,,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,660,770,880,930,1020,1080,1170,1230,1270,1480,1680,1700,1730
"Saudi Arabia",,,,,,,,,930,1000,1150,1600,3160,4500,8000,8750,8850,11120,14200,16440,13890,11260,10080,8960,9090,7660,7590,7040,7340,8270,8450,8000,7680,7770,7990,8190,7970,7610,8110,8480,8330,9440,11000,12610,14120,15760,18420,17880,18750,20900,24050,25440,25570,23810,21750
Senegal,,,,,,,270,250,250,250,270,290,350,440,470,460,460,560,620,630,590,460,430,430,490,630,730,720,710,710,750,710,580,560,530,540,530,530,510,490,470,550,670,770,810,870,990,1040,1050,1020,1030,1050,1030,980,950
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2800,2390,1530,1450,1430,2260,3070,3630,3970,4580,5650,6040,5850,5910,5700,6050,5840,5540,5280
Seychelles,290,310,330,320,360,350,350,330,350,410,480,630,770,870,910,870,1170,1760,2110,2300,2290,2190,2220,2490,2740,3200,3970,4540,5030,5200,6000,6390,6530,6460,6740,7330,7320,7290,7290,7310,6850,7490,9280,11140,12580,12270,11130,10220,10190,11060,12240,13500,14100,14680,15410
"Sierra Leone",,,160,160,160,150,140,150,160,170,170,190,230,250,230,220,240,310,370,360,350,300,290,240,170,180,170,210,190,170,130,160,160,180,210,200,170,150,140,150,200,270,270,280,300,360,420,440,420,420,530,650,690,550,490
Singapore,490,530,500,540,590,660,750,850,960,1090,1280,1610,2090,2670,2940,3030,3390,4000,4720,5370,5680,6160,6920,7090,7320,8070,9300,10300,11450,12980,15320,17760,20780,23610,25640,27750,24010,23410,23670,21990,21760,23110,25650,28370,32080,35660,36680,37080,44790,48150,51110,54700,55720,52740,51880
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,5000,5400,5410,5360,5520,5710,6000,6930,9000,11320,12890,14870,17200,17050,17240,17240,17550,18140,18110,17570,16810
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11300,11050,11370,11350,11000,10990,12700,15700,18440,19950,21920,24710,24400,24560,24590,23310,23200,23610,22250,21660
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,750,830,900,890,1440,1320,1220,1010,930,840,830,860,890,970,960,970,820,910,1120,1510,1820,1820,1910,1880
"South Africa",450,480,510,550,580,630,680,730,790,850,900,1090,1380,1580,1530,1470,1580,1900,2460,2880,2830,2590,2600,2360,2320,2640,3260,3550,3350,3270,3250,3380,3510,3640,3670,3600,3240,3140,3070,2880,2690,2940,3750,5020,5660,5940,6010,5880,6220,7030,7610,7400,6800,6090,5480
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,920,830,990,1010,820,
Spain,500,570,640,730,840,930,1010,1110,1170,1310,1590,2090,2740,3250,3440,3650,4040,5010,6220,6320,5690,4860,4590,4560,5410,7110,9420,10710,12220,13710,15620,15030,14490,14840,15580,15830,15460,15480,15790,15540,15580,18060,22120,25930,27970,29920,32440,32770,32130,31140,29760,29400,29290,28370,27520
"Sri Lanka",,130,130,130,150,160,160,170,170,170,190,210,250,280,260,260,250,270,280,310,320,320,340,380,410,440,460,450,470,500,560,600,640,700,750,800,820,840,880,830,850,950,1070,1220,1370,1570,1810,2020,2430,2860,3360,3490,3670,3750,3780
"Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,1370,1690,1860,1910,1970,2190,2420,2930,3480,4160,4410,4940,4940,5340,5770,6210,6800,7150,7530,7250,7680,8630,9070,9170,9020,9970,11050,11710,12210,13940,13710,13280,13790,13710,14540,15130,15420,15850
"Saint Lucia",,,,,,,,,,,,,,,,,,1050,1190,1390,1460,1510,1660,1840,2230,2500,2940,3150,3280,3380,3860,3870,3960,4090,4270,4190,4330,4540,4620,4400,4420,4720,5270,5460,6050,6280,6720,6860,6740,7040,7120,7310,7470,7650,7670
"Saint Vincent and Grenadines",180,160,170,180,180,170,190,190,210,220,300,310,340,370,390,460,560,710,830,960,1030,1090,1200,1340,1460,1660,1950,2030,2110,2230,2540,2680,2640,2890,3000,3070,3180,3300,3470,3650,3940,4380,4730,4950,5460,5590,6210,6270,6030,6070,6350,6550,6630,6630,6790
Sudan,140,140,130,140,140,140,150,160,170,180,190,220,290,370,430,470,460,480,470,500,470,430,380,390,530,780,770,710,530,440,340,310,310,400,390,380,330,330,330,340,370,410,480,580,730,910,1110,1170,1250,1480,1720,1220,1830,2000,2140
Suriname,,,,,,,,,,,,,,,,1560,1920,2080,2280,2530,2480,2320,2290,2280,2340,2320,2890,2270,1430,1120,1010,980,1090,1330,1650,1870,1970,1810,1900,1390,1730,1980,2600,3200,3990,5030,6350,7000,7660,7980,8610,9030,9360,8860,7070
Swaziland,,,,,,,,,,,290,360,450,499.375,548.75,598.125,647.5,696.875,746.25,795.625,845,894.375,943.75,993.125,1042.5,1091.875,1141.25,1190.625,1240,1290,1500,1520,1510,1750,1860,1880,1660,1640,1580,1610,1480,1600,2020,2870,3050,3190,3050,2980,3070,3400,3700,3670,3570,3130,2830
Sweden,2310,2490,2740,2960,3190,3460,3770,4100,4500,4890,5670,7050,8580,10160,10720,11290,12460,14790,17300,17530,15760,13550,13020,13080,15330,19360,24190,26090,27760,29110,31340,28200,27690,28070,30390,31380,31120,30910,31220,29390,28740,32480,39450,45420,48840,52010,55380,51920,53900,55660,58240,60920,61030,57770,54630
Switzerland,,,,,,,,,,,,,,,,,,,,,19100,17730,17960,18060,20340,25630,33620,35220,36900,37510,40880,40780,41860,45400,48350,48040,44960,43130,43490,40950,39730,45630,53810,61550,63900,62680,63020,70230,77360,79290,84560,88480,86170,84540,81240
Syria,250,230,250,270,250,280,300,370,360,410,500,500,710,970,1090,1050,1170,1280,1570,1760,1750,1710,1650,1700,1480,1270,1190,890,910,990,1110,1070,970,900,850,850,920,890,970,1110,1210,1240,1380,1510,1640,1840,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,290,230,210,170,170,180,180,170,160,170,210,260,320,370,440,570,650,910,1000,1140,1310,1340,1240,1110
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,180,180,170,160,170,190,210,240,280,300,300,310,320,350,400,450,510,580,630,690,730,770,840,920,910,900
Thailand,110,120,130,140,160,170,180,190,210,210,220,260,330,380,420,450,530,610,710,760,760,760,790,790,830,950,1160,1320,1490,1660,1880,2130,2400,2740,2950,2680,2080,1980,1980,1960,1990,2180,2530,2790,3100,3530,3980,4140,4580,4950,5520,5730,5750,5690,5640
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,680,710,860,1270,1770,2880,2260,2890,3760,4150,3910,2920,2180,
Togo,90,90,100,110,120,120,130,140,130,130,140,170,220,260,270,290,330,350,420,390,320,250,230,230,250,310,390,400,400,400,410,330,300,300,310,350,320,310,290,260,250,280,330,360,380,400,390,430,450,450,470,490,540,540,540
Tonga,,,,,,,,,,,,,,,,,,,,,,690,690,720,770,860,1070,1160,1220,1350,1450,1530,1820,2010,2270,2260,2200,2100,2050,2000,1930,1960,2160,2470,2700,2850,3240,3300,3560,3770,4200,4310,4370,4240,4020
"Trinidad and Tobago",640,680,730,760,760,770,790,810,830,870,1000,1200,1500,2170,2530,2810,3360,3940,4760,5930,6820,6100,5950,5890,5090,4490,3930,3630,3710,3800,4000,3840,3870,3930,4240,4500,4620,4880,5400,6070,6760,8070,9690,11210,13290,14990,17330,16190,16460,14820,16070,18100,17610,17640,15680
Tunisia,,,,,,220,250,260,270,310,400,460,610,760,820,850,940,1130,1360,1420,1280,1180,1160,1150,1140,1270,1340,1300,1410,1470,1680,1660,1710,1790,1970,2120,2150,2260,2280,2250,2180,2460,2900,3170,3340,3530,3860,4070,4130,3980,4090,4130,4130,3930,3690
Turkey,,,,,,470,520,560,560,530,560,640,860,1110,1310,1410,1520,1820,1860,1860,1570,1400,1310,1310,1450,1740,1860,1920,2310,2590,2940,3140,2680,2850,2920,3190,3430,3580,4300,3550,3560,3910,5220,6760,7820,8880,9770,9580,10430,11230,11880,12530,12590,12000,11180
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,680,610,610,550,560,620,600,650,750,990,1310,1590,1950,2320,3040,3550,4070,4730,5560,6530,7310,7120,6670
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,3300,2480,3230,3620,3770,4490,4650,4810,4400,4700,4420,5590,4800,5620,5090
Uganda,,,,,,,,,,,,,,,,,,,,,,,180,190,250,310,400,400,320,240,190,180,180,230,270,290,290,280,270,240,250,250,270,300,340,370,420,510,560,630,620,620,670,680,660
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,1610,1520,1420,1230,1010,920,860,890,850,760,700,730,790,980,1270,1540,1950,2570,3220,2840,2990,3120,3500,3800,3560,2650,2310
"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31750,30690,32520,35990,37570,39810,40400,41040,36140,34530,36010,40390,44200,44870,42910,40480
"United Kingdom",,,,,,,,,2430,2710,3150,3840,4290,4800,4930,5140,5840,7450,9380,10480,10470,9690,9110,9000,10070,12480,15890,17090,18250,19050,21110,20990,21520,20990,22580,24760,26300,27710,28880,28620,28900,32000,37710,42770,45020,47790,48420,43940,41390,40620,41210,42350,43760,43700,42390
"United States",3280,3410,3610,3880,4190,4370,4740,5070,5360,5700,6290,7310,8000,8530,8980,9610,10790,12230,13410,14400,14230,14590,16230,17510,19160,21460,23580,23860,24150,24370,25780,26480,27750,29150,30380,31390,32150,33780,36070,36840,37470,39950,43680,46340,48080,48640,49330,48050,48950,50460,52540,53660,55380,56070,56180
Uruguay,580,610,660,680,720,640,610,670,820,850,870,1060,1370,1620,1490,1420,1630,2150,2870,3650,3290,2190,1740,1510,1780,2210,2600,2730,2840,3180,3830,4350,5040,5530,6160,6970,7240,7260,7050,6500,5140,4240,4130,4720,5380,6370,7690,8770,10390,12000,13910,15580,16230,15830,15230
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,590,570,580,600,610,620,650,630,560,450,420,460,530,610,770,980,1160,1340,1530,1740,1970,2110,2170,2220
Vanuatu,,,,,,,,,,,,,,,,,,,,850,800,810,860,960,980,860,990,1090,1200,1090,1120,1210,1170,1270,1280,1310,1420,1420,1430,1370,1230,1360,1590,1780,1990,2130,2530,2620,2690,2860,2950,3200,3170,,
Venezuela,1070,1100,1060,1000,920,940,1000,1020,1100,1130,1240,1510,1920,2390,2770,2960,3220,3680,4130,4630,4550,4290,3810,3450,3380,3150,3230,2430,2550,2580,2740,2720,2620,2910,2960,3350,3340,3530,4070,4540,3940,3450,4050,4910,6040,7510,9230,10180,11570,11740,12480,11760,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,130,110,130,170,200,260,310,350,360,370,400,430,460,510,590,680,760,850,1000,1120,1270,1390,1550,1740,1900,1990,2050
"Virgin Islands (U.S.)",,,,,,,,,,,4170,4510,4830,5210,4690,4930,5440,6620,8000,8620,7960,8300,8640,8930,9850,11550,12590,13660,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1630,1780,1800,1550,1370,1190,1370,1510,1660,1570,1700,1900,2070,2320,2690,2970,3120,3180,3260,3230
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,450,370,310,290,320,360,370,420,470,500,530,600,690,790,880,990,1080,1180,1060,1240,1410,1440,1140,1040
Zambia,200,200,210,270,280,330,370,410,450,440,440,450,570,590,570,500,490,510,610,690,610,500,420,340,250,260,330,410,430,390,360,380,350,380,400,400,350,350,330,340,350,400,450,550,710,880,1160,1260,1320,1390,1670,1730,1770,1560,1300
Zimbabwe,270,280,260,280,290,300,310,350,400,420,460,550,680,750,730,670,670,750,930,1100,1080,990,860,750,700,720,830,860,890,870,710,650,640,620,690,690,610,560,500,520,470,420,420,430,410,380,300,400,530,760,880,930,950,960,940
