Country,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Norway,,,,,,,,,,,,,1,0.9286,0.8571,0.7857,0.7143,0.6429,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.6,0.65,0.7,0.66,0.62,0.58,0.54,0.5,0.4333,0.3667,0.3,0.5,0.4,0.5,0.4,0.4,0.2,0.3,0.2,0.2,0.4,0.3,0.3,0.6,0.5,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,96.15,95.4,94.65,93.9,93.15,92.4,91.65,90.9,89.7714,88.6429,87.5143,86.3857,85.2571,84.1286,83,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,96.7,96.7667,96.8333,96.9,95.9333,94.9667,94,93.0333,92.0667,91.1,90.65,90.2,91.2,92.2,93.2,91.3333,89.4667,87.6,87.9,87.05,86.2,85.8333,85.4667,85.1,83.6,81.6,79.6,77.6,75.6,,,
Panama,,,,,,,,,,,,,39.9,40.93,41.96,42.99,44.02,45.05,46.08,47.11,48.14,49.17,50.2,49.2,48.2,46,43.8,41.6,39.4,39.25,39.1,38.8,36.9,35.4,40.3,37.5,36,34.8,34.7,34,30.6,23.3,23,21.8,18.5,18.9,18.2,16.9,15.4,14.6,14.1,12.6
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9,53.3,53.7,52.6,55.3,50.7,50.1,50,52.5,46.6,41.3,37.6,35.6,31.5,29.5,26.9,26.3,25.3,24.4,24.6,24.2,22.3
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,63.6333,63.2667,62.9,63.0667,63.2333,63.4,62.6333,61.8667,61.1,60.7,60.3,59.9,58.2333,56.5667,54.9,,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,88.2846,88.1692,88.0538,87.9385,87.8231,87.7077,87.5923,87.4769,87.3615,87.2462,87.1308,87.0154,86.9,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,9,6.5,3.9,3,3.1,2.9,2.8,2.8,2.8,2.7,2.5,1.6,1.3,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.7,2.7,2,1.6,2.1,1.5,1.9,2.6,4.4,4.4,3.5,2.8,2.7,1.8,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,17,21.38,25.76,30.14,34.52,38.9,36.65,34.4,35.25,36.1,35.55,35,45.9,39.3,37,33.6,38.4,34.5,31.7,30.7,28.8,27.1,22.4,19.1,18.6,18.9,19.2,17.5,15.9
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,22.4,21.2,28.6,23.85,19.1,20,18.7,19.34,19.98,20.62,21.26,21.9,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,29.5,22.8,21.7,23.8,27.5,27.3,27.7,25.5,22.9,17.4,12.8,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,30.4,30.3,30.2,26,31.6,43.4,37.9,31.1,26.2,24.7,21.8,18.5,15.3,11.2,7.3,7,5.6,4.7,4.3,3.8,3.6,4.1,4.1,3.8,3.7
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,95.46,95.02,94.58,94.14,93.7,93.6,93.5,93.4,93.3,93.2,93,92.8,92.6,92.3667,92.1333,91.9,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3,75.3,76.3,77.3,78.3,79.3,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,93.8,94.1667,94.5333,94.9,94.4857,94.0714,93.6571,93.2429,92.8286,92.4143,92,91.2,90.4,89.6,88.8,88.7333,88.6667,88.6,88.5333,88.4667,88.4,,,,,,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3,86.975,86.65,86.325,86,85.675,85.35,85.025,84.7,,,,,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,95.4,95.45,95.5,95.55,95.6,95.65,95.7,95.75,95.8,95.85,95.9,95.95,96,96.05,96.1,95.9625,95.825,95.6875,95.55,95.4125,95.275,95.1375,95,94.6714,94.3429,94.0143,93.6857,93.3571,93.0286,92.7
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,52.2,56.4,60.6,58.3,56,53.7,51.4,53,52.75,52.5,50.4,45.1,46.9,47,47.7,45.6,45.6,42.8,39.6,43.8,43.5,42.1,42.1,39.5,35.6,35.5,32.6,31.4,29.5,26.2
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,24.7,25.4,23.8,22,19.3,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1,,,,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,90.73,90.96,91.19,91.42,91.65,91.88,92.11,92.34,92.57,92.8,91.8857,90.9714,90.0571,89.1429,88.2286,87.3143,86.4,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7,,,,,,,,,,,,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,3.1,2.1,2,2.2,2.4,2.2,2.3,2.7,2.9,3.5,2.8,3.2,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,
Sweden,10.7,9.45,8.2,6.95,5.7,4.45,3.2,1.95,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6667,0.6333,0.6,0.5667,0.5333,0.5,0.54,0.58,0.62,0.66,0.7,0.8,0.9,1,0.84,0.68,0.52,0.36,0.2,0.4,0.6,0.8,0.9,1.6,0.9,0.8,1,1,1.2,1.1,0.9,1.1,0.9,1,0.6,0.5,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,95.15,93.2,91.25,89.3,87.35,85.4,85.0556,84.7111,84.3667,84.0222,83.6778,83.3333,82.9889,82.6444,82.3,80.8286,79.3571,77.8857,76.4143,74.9429,73.4714,72,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,94.6875,93.475,92.2625,91.05,89.8375,88.625,87.4125,86.2,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8,91.56,91.32,91.08,90.84,90.6,90.65,90.7,90.75,90.8,,,
Thailand,,,,,,,,,,,,,,,69.3,69.1429,68.9857,68.8286,68.6714,68.5143,68.3571,68.2,66.4,64.6,61.15,57.7,54.1,50.5,47.75,45,44.45,43.9,47.8,48.6,44.15,39.7,36.55,33.4,30.1,26.8,24.5,22.5,20,17.5,13.4,13.5,11.3,10.4,7,8.2,7.6,8.4
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,95.525,93.35,91.175,89,79.5,76.5667,73.6333,70.7,65.25,59.8,58.25,56.7,55.15,53.6,52.05,50.5,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8,,,,,,,,,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91.8333,92.6667,93.5,94.3333,95.1667,96,95.4,94.8,94.2,93.6,93,92.4,91.8,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,29.5375,29.875,30.2125,30.55,30.8875,31.225,31.5625,31.9,31.1667,30.4333,29.7,28.9667,28.2333,27.5,,,
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,21.5,24.1,26.7,29.3,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,66.8,65.36,63.92,62.48,61.04,59.6,59.72,59.84,59.96,60.08,60.2,58.28,56.36,54.44,52.52,50.6,48.78,46.96,45.14,43.32,41.5,39.3,37.1,34.9,32.7,30.5,27.9,25.3,22.7,20.1,17.5,,,
Turkey,,,,,,,,,,,,,,,,,,,,,39.2,39,38.8,38.6,38.4,38.2,38,37.8,37.2875,36.775,36.2625,35.75,35.2375,34.725,34.2125,33.7,37,27,24.6,21.9,19.1,15.7,15.7,15.2,13.1,12.3,10.7,10,10.7,9.5,8.7,8.5
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,98.2,98.3333,98.4667,98.6,98.7333,98.8667,99,99.1333,99.2667,99.4,98.7571,98.1143,97.4714,96.8286,96.1857,95.5429,94.9,94.475,94.05,93.625,93.2,92.9667,92.7333,92.5,92.2667,92.0333,91.8,
Uganda,,,,,,,,,,,,,,,,,,,,,,,93.2,94.0333,94.8667,95.7,95.575,95.45,95.325,95.2,95.2,95.2,95.2,94.8667,94.5333,94.2,93.5667,92.9333,92.3,91.5,90.7,89.9,89.1,88.4,87.7,87,87.175,87.35,87.525,87.7,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,39.4,42.9,46.4,54.9,53,51.1,49.2,47.3,45.4,43.5,34.6,26.7,17,13.4,12.7,7.2,8.2,5.3,4.5,3.4,2.8,2.5,6.3,5.6,4.6,3.4
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.7333,8.2667,8.8,9.5,9.4,9.3,9.35,9.4,10.4,13.9,18.3,19.6,17.6,16.9,14.7,10.4,9.8,8.6,5.9,5.5,5,4.2,4,3.7,2.9,3
"United States",,,,,,,,1.7,1.6,1.5,1.4,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.4,1.5,1.4,1.3,1.2,1.2,1.2,1.2,1.325,1.45,1.575,1.7,1.6333,1.5667,1.5,1.5667,1.6333,1.7,1.7,1.7,1.7,1.7,1.7,1.7,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,91.7,96.4,96.25,96.1,96.4,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,34.1,34.5667,35.0333,35.5,35.9667,36.4333,36.9,33.1,29.3,29.1333,28.9667,28.8,34.3333,39.8667,45.4,45.3333,45.2667,45.2,48.1,47.2,46.3,56.5,62.9,58,49.2,36.1,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,93.5667,92.8333,92.1,91.3667,90.6333,89.9,89.675,89.45,89.225,89,86.6,84.2,82.05,79.9,78.85,77.8,62.3,46.8,43.8,40.8,37.9,35,31.6,28.2,25.65,23.1
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,36.4833,36.3667,36.25,36.1333,36.0167,35.9,35.5,35.1,34.7,34.3,33.9,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,57.65,57.2,59.1,55.6333,52.1667,48.7,49.7,45.9,32.2,27.2,28.7,25,23.6,24.4,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8,62.9571,65.1143,67.2714,69.4286,71.5857,73.7429,75.9,76.4667,77.0333,77.6,78.1667,78.7333,79.3,79.8667,80.4333,81,,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,66.9,68.2667,69.6333,71,70.8,70.6,70.4,70.2,69.7,69.2,68.7,68.2,67.7,64.3333,60.9667,57.6,56.8,56,56.225,56.45,56.675,56.9,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,85.1,87.05,89,87.6,86.2,84.8,85.2,85.6,87.425,89.25,91.075,92.9,91.1,89.3,89.85,90.4,90.575,90.75,90.925,91.1,90.5,89.9,89.3,88.7,88.1,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,75.2167,76.4333,77.65,78.8667,80.0833,81.3,
