Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Tunisia,2.467661619,2.4653,2.463,2.4607,2.4583,2.456,2.4536,2.4513,2.449,2.4466,2.444299936,2.4554,2.4666,2.4777,2.4889,2.5,2.4252,2.3503,2.2755,2.2006,2.125799894,2.108,2.0902,2.0724,2.0546,2.0369,2.0191,2.0013,1.9835,1.96570003,1.916700006,2.012300015,2.857300043,2.3094,1.761500001,1.8808,2,1.700000048,1.700000048,1.700000048,1.700000048,1.700000048,1.700000048,1.75,1.8,1.85,1.9,1.76,2,2.1,2.1,2.1,2.1,,
Turkey,1.700000048,1.72,1.74,1.76,1.78,1.799999952,1.84,1.88,1.92,1.96,2,2,2,2,2,2,2.04,2.08,2.12,2.16,2.200000048,2.18,2.16,2.14,2.12,2.099999905,2.099999905,2.099999905,2.099999905,2.099999905,2.400000095,2.400000095,2.400000095,2.5,2.5,2.5,2.5,2.5,2.5,2.599999905,2.599999905,2.599999905,2.599999905,2.599999905,2.6,2.6,2.7,2.8,2.4,2.5,2.5,2.5,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,10.46049976,10.502,10.5435,10.585,10.6265,10.66800022,11.12220001,11.10499954,11.12930012,11.19340038,11.48499966,11.55500031,11.41530037,11.67889977,11.47070026,10.26000023,8.010000229,7.110000134,6.7943,6.4786,6.1629,5.8471,5.5314,5.2157,4.9,4.6166,4.3331,4.1,4.05,4,4.035,4.07,4,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,
Uganda,1.480798483,1.4886,1.4964,1.5042,1.512,1.5197,1.5275,1.5353,1.5431,1.5509,1.558699965,1.5767,1.5946,1.6126,1.6305,1.648499966,1.6258,1.6032,1.5805,1.5578,1.5352,1.512500048,1.4843,1.4562,1.428,1.3999,1.3717,1.3436,1.315400004,1.1823,1.0493,0.916199982,0.8996,0.8829,0.8663,0.8497,0.833,0.8164,0.7998,0.7832,0.7665,0.7499,0.7333,0.7166,0.7,1,1.1,0.8667,0.6333,0.4,0.5,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,12.14350033,12.25329971,12.35779953,12.44480038,12.5909996,12.69499969,12.78759956,12.85060024,12.93039989,13.00640011,13.01309967,12.9691,12.72900009,12.47070026,12.30220032,11.89000034,10.84000015,9.369999886,9.039999962,8.949999809,8.819999695,8.739999771,8.77,8.800000191,8.75,8.7,8.7,8.7,8.7,8.7,8.8,8.9,9,,
"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,2.849499941,2.875099897,2.849,2.8229,2.7967,2.7706,2.7445,2.7184,2.6922,2.6661,2.640000105,2.8503,3.060499907,2.9554,2.8503,2.7451,2.640000105,2.5667,2.4933,2.42,2.3467,2.2733,2.2,2.0933,1.9867,1.88,1.87,1.86,1.9,1.7,1.5,1.3,1.1,,
"United Kingdom",10.69999981,10.59,10.48,10.37,10.26,10.15,10.04,9.93,9.82,9.71,9.600000381,9.45,9.3,9.15,9,8.85,8.7,8.55,8.4,8.25,8.100000381,7.96,7.82,7.68,7.54,7.400000095,7.1,6.8,6.5,6.2,5.900000095,5.599999905,5.400000095,5.099999905,4.800000191,4.800000191,4.599999905,4.599999905,4.400000095,4.199999809,4.199999809,4.199999809,4.199999809,4.199999809,3.9,3.775,3.65,3.525,3.4,3.3,2.98,2.9,,,
"United States",9.199999809,9.12,9.04,8.96,8.88,8.800000191,8.62,8.44,8.26,8.08,7.900000095,7.5,7.400000095,7.199999809,7.099999905,6.800000191,6.599999905,6.400000095,6.199999809,6.099999905,6,5.900000095,5.900000095,5.800000191,5.699999809,5.5,5.400000095,5.199999809,5.099999905,5,4.900000095,4.800000191,4.599999905,4.5,4.300000191,4.099999905,3.900000095,3.799999952,3.700000048,3.599999905,3.5,3.5,3.400000095,3.3,3.25,3.2,3.1,3.1,3.1,3,3,2.9,,,
Uruguay,5.511820316,5.5519,5.592,5.6321,5.6722,5.7123,5.7523,5.7924,5.8325,5.8726,5.912700176,5.7305,5.5483,5.3662,5.184,5.00180006,4.8262,4.6506,4.475,4.2994,4.1238,3.9482,3.7726,3.597,3.4214,3.245800018,3.5012,3.7565,4.0119,4.2672,4.522600174,4.5151,4.5075,4.5,4.4633,4.4267,4.389999867,4.0343,3.6786,3.3229,2.9671,2.6114,2.2557,1.899999976,2.15,2.4,2.9,2.9,2.3333,1.7667,1.2,3,2.5,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,9.176300049,9.7079,10.2395,10.771,11.3026,11.83419991,11.95569992,11.94569969,12.21619987,12.28509998,12.48279953,10.94729996,10.75409985,9.394200325,8.663299561,8.300000191,7.929999828,6.480000019,5.550000191,5.389999867,5.329999924,5.340000153,5.42,5.5,5.35,5.2,5,4.8,4.7,4.6,4.4,,,,
Vanuatu,5.430769444,5.9612,6.4916,7.022,7.5524,8.0828,8.6132,9.1437,9.6741,10.2045,10.73490047,10.2794,9.8238,9.3683,8.9127,8.4572,8.0016,7.5461,7.0905,6.635,6.179399967,6.0328,5.8861,5.7395,5.5928,5.4462,5.2996,5.1529,5.0063,4.8597,4.713,4.5664,4.4197,4.2731,4.1265,3.9798,3.8332,3.6866,3.5399,3.3933,3.2466,3.099999905,3.4,3.7,3.9,4.1,3.3,2.5,1.7,,,,,,
Venezuela,,,,,,,,,,,,,,,0.342999995,0.331499994,0.342900008,0.3402,0.3374,0.3347,0.331900001,0.3512,0.370400012,0.358200014,0.372799993,2.693099976,2.700099945,2.59829998,2.499599934,2.5888,2.677900076,2.677599907,2.572999954,2.599999905,2.2233,1.8467,1.470000029,1.336,1.202,1.068,0.934,0.800000012,0.85,0.9,1,1.1,1.2,1.3,1.2,1.1,1,0.9,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,3.49729991,3.696099997,3.6468,3.5975,3.5482,3.4989,3.4496,3.4003,3.351,3.301700115,3.832900047,3.5239,3.2149,2.9059,2.597,2.288,1.979,1.669999957,1.8525,2.035,2.2175,2.400000095,1.4,2.1,2.8,2.6,2.66,2.78,2.9,3.1,2,,,,
"Virgin Islands (U.S.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.800000191,7.1133,9.4267,11.74,14.0533,16.3667,18.68000031,,,,,,,,,,,,,,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.200000048,,,,,,,,,,,,,,,,,,
Yemen,0.454545468,0.4901,0.5256,0.5611,0.5966,0.6321,0.6676,0.7032,0.7387,0.7742,0.809700012,0.8209,0.832,0.8432,0.8543,0.865499973,0.8635,0.8616,0.8596,0.8577,0.8557,0.8538,0.8518,0.8499,0.8479,0.846,0.844,0.8421,0.8401,0.8382,0.836199999,0.8118,0.7875,0.7631,0.7387,0.7144,0.689999998,0.645,0.600000024,0.600000024,0.600000024,0.600000024,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,,
Zambia,2.801655531,2.8376,2.8735,2.9095,2.9454,2.9814,3.0173,3.0533,3.0892,3.1252,3.161099911,3.1962,3.2314,3.2665,3.3017,3.336800098,3.361,3.3853,3.4095,3.4337,3.458,3.482199907,3.4178,3.3533,3.2889,3.2244,3.16,3.0955,3.0311,2.9667,2.9022,2.8378,2.7733,2.7089,2.6444,2.58,2.5155,2.4511,2.3867,2.3222,2.2578,2.1933,2.1289,2.0644,2,1.975,1.95,1.925,1.9,1.95,2,,,,
Zimbabwe,3.876646042,3.8385,3.8004,3.7623,3.7241,3.686,3.6479,3.6098,3.5716,3.5335,3.495399952,3.4591,3.4227,3.3864,3.35,3.313699961,3.2515,3.1893,3.1271,3.0649,3.00270009,2.6809,2.3591,2.0372,1.7154,1.393599987,1.6672,1.940799952,1.464,0.9873,0.510500014,0.6661,0.8217,0.9773,1.1329,1.2885,1.4441,1.5997,1.7553,1.9108,2.0664,2.222,2.3776,2.5332,2.6888,2.8444,3,2.74,2.48,2.22,1.96,1.7,,,
