Country,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Pakistan,,,,,,,,,,,,48.29999924,47.8667,47.4333,47,46.5667,46.1333,45.7,45.2667,44.8333,44.40000153,43.32,42.24,41.16,40.08,39,37.7667,36.5333,35.29999924,34.20000076,33.7167,33.2333,32.75,32.2667,31.7833,31.29999924,31.26,31.22,31.18,31.14,31.1,31.06,31.02,30.98,30.94,30.89999962,31.60000038,,,,
Panama,,,,,,,,,,,,,,,11.69999981,11.3824,11.0647,10.7471,10.4294,10.1118,9.7941,9.4765,9.1588,8.8412,8.5235,8.2059,7.8882,7.5706,7.2529,6.9353,6.6176,6.300000191,6.1,5.9,5.7,5.5,5.3,5.099999905,4.86,4.62,4.38,4.14,3.900000095,,,,,,,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,24.60000038,24.3045,24.0091,23.7136,23.4182,23.1227,22.8273,22.5318,22.2364,21.9409,21.6455,21.35,21.0545,20.7591,20.4636,20.1682,19.8727,19.5773,19.2818,18.9864,18.6909,18.3955,18.10000038,19.7333,21.3667,23,24.6333,26.2667,27.89999962,,,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,2.799999952,2.84,2.88,2.92,2.96,3,3.04,3.08,3.12,3.16,3.2,3.24,3.28,3.32,3.36,3.400000095,3.2857,3.1714,3.0571,2.9429,2.8286,2.7143,2.599999905,,,,
Peru,,,,,,,,,,,,,,,,,,,11.69999981,11.2857,10.8714,10.4571,10.0429,9.6286,9.2143,8.800000191,8.18,7.56,6.94,6.32,5.699999809,5.575,5.45,5.325,5.199999809,5.24,5.28,5.32,5.36,5.400000095,5.1,4.8,4.5,4.300000191,4.300000191,4.199999809,3.5,3.3,3.099999905,,
Philippines,,,,,,,,45.5,43.7333,41.9667,40.2,38.4333,36.6667,34.9,33.1333,31.3667,29.60000038,29.54,29.48,29.42,29.36,29.29999924,29.5,29.7,29.89999962,29.85,29.79999924,26.29999924,26.7,27.1,27.5,27.9,28.29999924,26.78,25.26,23.74,22.22,20.70000076,20.70000076,20.70000076,20.70000076,20.70000076,20.70000076,20.5333,20.3667,20.20000076,20.05,19.89999962,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.800000191,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.8,4.6,4.4,4.2,4,3.8,3.6,3.400000095,3.700000048,3.799999952,3.5,,,,,,,,,,,,,,
Rwanda,,,,,,,,,,,24.70000076,24.675,24.65,24.625,24.6,24.575,24.55,24.525,24.5,24.475,24.45,24.425,24.4,24.375,24.35,24.325,24.29999924,24.275,24.25,24.225,24.20000076,23.225,22.25,21.275,20.29999924,19.84,19.38,18.92,18.46,18,16.74,15.48,14.22,12.96,11.69999981,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.700000048,,,,,,,,,,,,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,14.5,14.1857,13.8714,13.5571,13.2429,12.9286,12.6143,12.3,11.9857,11.6714,11.3571,11.0429,10.7286,10.4143,10.10000038,9.75,9.4,9.05,8.7,8.35,8,11.2,14.39999962,13.4667,12.5333,11.6,10.6667,9.7333,8.800000191,,
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,12.7545,12.0091,11.2636,10.5182,9.7727,9.0273,8.2818,7.5364,6.7909,6.0455,5.300000191,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,17.29999924,17.5833,17.8667,18.15,18.4333,18.7167,19,21.89999962,21.1333,20.3667,19.60000038,19.775,19.95,20.125,20.29999924,19.14,17.98,16.82,15.66,14.5,15.2833,16.0667,16.85,17.6333,18.4167,19.20000076,14.39999962,16.79999924,12.80000019,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.799999952,1.76,1.72,1.68,1.64,1.600000024,1.65,1.7,1.75,1.799999952,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,5,4.9417,4.8833,4.825,4.7667,4.7083,4.65,4.5917,4.5333,4.475,4.4167,4.3583,4.3,4.2417,4.1833,4.125,4.0667,4.0083,3.95,3.8917,3.8333,3.775,3.7167,3.6583,3.599999905,,,,
"Sierra Leone",,,,,,,,,,25,23.4667,21.9333,20.39999962,20.7,21,21.3,21.6,21.9,22.2,22.5,22.8,23.1,23.4,23.70000076,25.39999962,25.33,25.26,25.19,25.12,25.05,24.98,24.91,24.84,24.77,24.70000076,25.42,26.14,26.86,27.58,28.29999924,25.9667,23.6333,21.29999924,21.2,21.10000038,20.1,19.1,18.10000038,,,
Singapore,,,,,,,,,12.19999981,11.8577,11.5154,11.1731,10.8308,10.4885,10.1462,9.8038,9.4615,9.1192,8.7769,8.4346,8.0923,7.75,7.4077,7.0654,6.7231,6.3808,6.0385,5.6962,5.3538,5.0115,4.6692,4.3269,3.9846,3.6423,3.299999952,,,,,,,,,,,,,,,,
"Solomon Islands",,,,,17.70000076,17.6263,17.5526,17.4789,17.4053,17.3316,17.2579,17.1842,17.1105,17.0368,16.9632,16.8895,16.8158,16.7421,16.6684,16.5947,16.5211,16.4474,16.3737,16.29999924,16.0333,15.7667,15.5,15.2333,14.9667,14.7,14.4333,14.1667,13.9,13.6333,13.3667,13.1,12.8333,12.5667,12.3,12.0333,11.7667,11.5,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.79999924,24.4667,26.1333,27.8,29.4667,31.1333,32.79999924,29.5333,26.2667,23,,,,,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8.42,8.84,9.26,9.68,10.10000038,10.4,10.7,11,11.3,11.60000038,10.875,10.15,9.425,8.699999809,,,,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,31.275,30.05,28.825,27.60000038,,,,,,
"Sri Lanka",,,,,,,,,,,,,49.79999924,47.5222,45.2444,42.9667,40.6889,38.4111,36.1333,33.8556,31.5778,29.29999924,30.05,30.8,31.55,32.3,33.05,33.79999924,31.55,29.29999924,28,26.7,25.4,24.1,22.79999924,22.5571,22.3143,22.0714,21.8286,21.5857,21.3429,21.10000038,21.35,21.60000038,23.1667,24.7333,26.29999924,,,,
"Saint Lucia",,,,,,,,,,,12.10000038,11.8417,11.5833,11.325,11.0667,10.8083,10.55,10.2917,10.0333,9.775,9.5167,9.2583,9,8.7417,8.4833,8.225,7.9667,7.7083,7.45,7.1917,6.9333,6.675,6.4167,6.1583,5.9,5.6417,5.3833,5.125,4.8667,4.6083,4.35,4.0917,3.8333,3.575,3.3167,3.0583,2.799999952,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.79999924,32.7429,33.6857,34.6286,35.5714,36.5143,37.4571,38.40000153,36.5,34.6,32.7,30.8,28.9,27,27.75,28.5,29.25,30,30.75,31.5,32.25,33,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39999962,10.75,10.1,9.45,8.8,8.15,7.5,7.075,6.65,6.225,5.800000191,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,8.5,8.5353,8.5706,8.6059,8.6412,8.6765,8.7118,8.7471,8.7824,8.8176,8.8529,8.8882,8.9235,8.9588,8.9941,9.0294,9.0647,9.100000381,8.6,8.1,7.6,7.1,6.6,6.099999905,6.7,7.300000191,6.55,5.800000191,5.800000191,5.800000191,5.800000191,5.800000191,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,11.4,11.30000019,10.24,9.18,8.12,7.06,6,11.10000038,10.88,10.66,10.44,10.22,10,10.0333,10.0667,10.10000038,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.89999962,14.95,15,11.65,8.300000191,9.9667,11.6333,13.30000019,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,25.10000038,25.46,25.82,26.18,26.54,26.89999962,26.3667,25.8333,25.29999924,23.58,21.86,20.14,18.42,16.70000076,16.54,16.38,16.22,16.06,15.89999962,16.20000076,13.60000038,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,17.39999962,17.2167,17.0333,16.85,16.6667,16.4833,16.29999924,15.85,15.39999962,14.6364,13.8727,13.1091,12.3455,11.5818,10.8182,10.0545,9.2909,8.5273,7.7636,7,7.3667,7.7333,8.1,8.4667,8.8333,9.199999809,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59999847,41.5,43.275,45.05,46.825,48.59999847,46.95,45.29999924,43.4,41.5,39.6,37.70000076,,,
Togo,,,,,,,,,,,23.10000038,22.9417,22.7833,22.625,22.4667,22.3083,22.15,21.9917,21.8333,21.675,21.5167,21.3583,21.20000076,20.6375,20.075,19.5125,18.95,18.3875,17.825,17.2625,16.70000076,19.95,23.20000076,23.0875,22.975,22.8625,22.75,22.6375,22.525,22.4125,22.29999924,21.4,20.5,18.5,16.5,16.425,16.35,16.275,16.20000076,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.899999976,,,,
"Trinidad and Tobago",,,,,,,,,,,14.30000019,13.4273,12.5545,11.6818,10.8091,9.9364,9.0636,8.1909,7.3182,6.4455,5.5727,4.699999809,4.6769,4.6538,4.6308,4.6077,4.5846,4.5615,4.5385,4.5154,4.4923,4.4692,4.4462,4.4231,4.400000095,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,17.20000076,16.5786,15.9571,15.3357,14.7143,14.0929,13.4714,12.85,12.2286,11.6071,10.9857,10.3643,9.7429,9.1214,8.5,8.4333,8.3667,8.3,8.2333,8.1667,8.100000381,6.5,4.9,3.299999952,3.3667,3.4333,3.5,3.4667,3.4333,3.4,3.3667,3.3333,3.299999952,3.1333,2.9667,2.8,2.6333,2.4667,2.299999952,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.699999809,8.85,9,8.3333,7.6667,7,6.4167,5.8333,5.25,4.6667,4.0833,3.5,3.05,2.6,2.15,1.700000048,1.74,1.78,1.82,1.86,1.899999976,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,10.2833,10.0667,9.85,9.6333,9.4167,9.199999809,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.600000024,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,19.70000076,19.9571,20.2143,20.4714,20.7286,20.9857,21.2429,21.5,21,20.5,20,19.5,19,18.5667,18.1333,17.7,17.2667,16.8333,16.39999962,15.94,15.48,15.02,14.56,14.10000038,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.099999905,2.5,0.899999976,,,,,,,,,,,,,,
"United Kingdom",,,,,,,,,,,1.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States",,,,2,1.95,1.9,1.85,1.8,1.75,1.7,1.65,1.6,1.55,1.5,1.45,1.4,1.35,1.3,1.25,1.2,1.15,1.1,1.05,1,0.95,0.899999976,0.92,0.94,0.96,0.98,1,1.02,1.04,1.06,1.08,1.100000024,1.299999952,1.2333,1.1667,1.100000024,1.025,0.95,0.875,0.800000012,0.7,0.6,0.5,,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,6.5,6.3917,6.2833,6.175,6.0667,5.9583,5.85,5.7417,5.6333,5.525,5.4167,5.3083,5.199999809,5.2667,5.3333,5.400000095,5.699999809,6,5.5667,5.1333,4.699999809,4.65,4.6,4.55,4.5,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.30000019,13.9333,12.5667,11.2,9.8333,8.4667,7.099999905,6.425,5.75,5.075,4.400000095,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,17.29999924,16.7846,16.2692,15.7538,15.2385,14.7231,14.2077,13.6923,13.1769,12.6615,12.1462,11.6308,11.1154,10.60000038,10.7,10.8,10.9,11,11.1,11.2,11.3,11.4,11.5,11.6,11.69999981,11.5333,11.3667,11.2,11.0333,10.8667,10.69999981,,,
Venezuela,,,,,,,,,,,,,,,,,8.899999619,7.9,6.9,5.9,4.9,3.900000095,4.8333,5.7667,6.699999809,5.400000095,4.5,4,3.900000095,4.099999905,4.400000095,4.5,4.599999905,4.099999905,3.900000095,4,4.199999809,4.599999905,4.5,4.099999905,3.900000095,3.700000048,3.200000048,2.900000095,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,47,45.425,43.85,42.275,40.70000076,39.94,39.18,38.42,37.66,36.90000153,40.59999847,39.4,38.2,37,35.79999924,32.79999924,26.70000076,25.05,23.39999962,24.60000038,23.79999924,22.70000076,22.10000038,22.60000038,20.20000076,16.1,12,,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.599999905,3.4727,3.3455,3.2182,3.0909,2.9636,2.8364,2.7091,2.5818,2.4545,2.3273,2.200000048,2.7,3.2,3.700000048,3.125,2.55,1.975,1.399999976,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,29.60000038,30.52,31.44,32.36,33.28,34.20000076,47.59999847,46.85,46.1,45.35,44.6,43.85,43.09999847,42.15,41.2,40.25,39.3,38.35,37.4,36.45,35.5,37.7,39.90000153,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,21.20000076,20.8,20.4,20,19.60000038,19.60000038,19.60000038,19.60000038,20.8333,22.0667,23.29999924,21.62,19.94,18.26,16.58,14.89999962,14.8833,14.8667,14.85,14.8333,14.8167,14.80000019,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,10.5,8,8.6167,9.2333,9.85,10.4667,11.0833,11.69999981,11.66,11.62,11.58,11.54,11.5,11.9167,12.3333,12.75,13.1667,13.5833,14,13.675,13.35,13.025,12.69999981,10.10000038,10.375,10.65,10.925,11.19999981,,
