Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Turkmenistan,,,,,,,,,,,,,94,90,96,97,98,98,99,99,97,96,99,96,98,99,99,99,98,98,99,98,98,99,99,99,99
Tuvalu,61,73,89,92,62,76,90,81,96,95,99,90,88,94,99,95,98,91,98,84,93,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99
Uganda,,29,33,36,36,36,45,55,67,70,72,75,77,80,82,81,80,79,79,78,80,82,84,86,88,90,85,93,87,96,87,91,89,89,89,89,89
Ukraine,,,,,,,,,,,,,96,97,98,98,99,99,98,99,99,99,99,99,99,99,99,99,90,71,52,50,76,76,59,59,42
"United Arab Emirates",32,70,68,74,81,91,92,93,94,94,95,95,95,96,96,96,96,97,97,96,96,96,96,96,96,97,97,97,96,95,94,95,96,98,99,99,99
"United Kingdom",66,71,77,81,85,85,86,90,91,92,94,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,98,98,98,98,98,98
Tanzania,81,78,74,76,80,86,90,92,95,91,92,93,94,94,94,93,94,92,96,90,92,95,96,99,99,95,94,89,88,90,98,96,99,99,99,99,99
"United States",98,98,98,98,98,98,98,98,98,97,96,95,94,96,97,98,98,98,98,99,99,98,96,98,98,98,98,98,98,97,97,97,96,97,97,97,97
Uruguay,77,80,86,90,83,84,88,95,94,96,98,98,97,97,97,97,97,97,95,94,92,99,99,98,98,99,99,98,98,99,98,99,98,98,99,99,97
Uzbekistan,,,,,,,,,,,,,94,83,86,96,98,98,99,99,99,99,99,99,99,99,96,98,99,99,99,99,99,99,99,99,99
Vanuatu,,,46,52,53,55,56,79,80,82,91,94,91,95,90,90,86,89,88,87,85,84,83,82,80,79,78,78,77,77,76,76,75,75,75,75,75
Venezuela,79,77,77,80,58,73,80,80,79,80,84,84,86,87,84,87,80,82,90,99,92,82,79,88,93,98,79,70,87,86,90,90,90,90,88,98,98
Vietnam,,,,22,24,67,68,74,88,96,96,96,96,97,97,97,97,98,98,97,97,99,85,99,98,98,94,92,97,97,93,97,99,83,95,98,96
Yemen,18,21,22,24,27,33,35,41,61,79,94,61,74,77,58,69,72,65,75,84,88,87,72,77,89,88,86,88,85,84,84,79,77,82,82,77,76
Zambia,,,,73,81,86,86,94,94,94,97,94,94,95,96,97,94,94,94,94,94,94,94,93,93,92,92,93,95,96,92,87,86,86,96,97,99
Zimbabwe,,64,71,77,82,84,91,94,95,95,96,95,95,95,95,96,96,95,88,86,84,83,81,79,77,80,83,86,89,87,95,99,99,98,98,94,94
