Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"United Arab Emirates",,,,,,,,,,,,96.8,97.0667,97.3333,97.6,97.8667,98.1333,98.4,98.6667,98.9333,99.2,99.4667,99.7333,100,,,,,,,,,
Uruguay,,,,,,,,,,,,,,94,94.3875,94.775,95.1625,95.55,95.9375,96.325,96.7125,97.1,96.65,96.2,96.3667,96.5333,96.7,96.8667,97.0333,97.2,,,
Uzbekistan,,,,,,,,,,,,,94.9,95.475,96.05,96.625,97.2,97.5,97.8,98.1,98.4,98.7,99,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,84.3,82.85,81.4,79.95,78.5,77.05,75.6,,,
Venezuela,,,,,,,,,,,,,,,,,94.1,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,70.6,69.8333,69.0667,68.3,77.35,86.4,87.5,88.6,89.7,90.8,91.38,91.96,92.54,93.12,93.7,94.4,95.1,95.8,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,95.6,96.1333,96.6667,97.2,97.7333,98.2667,98.8,98.6,98.4,98.2,98,98.35,98.7,99.05,99.4,,
Yemen,,,,,,,,,25.8,27.5,29.2,30.9,32.6,34.3,35.4833,36.6667,37.85,39.0333,40.2167,41.4,43.2667,45.1333,47,48.8286,50.6571,52.4857,54.3143,56.1429,57.9714,59.8,,,
Zambia,,,,,,,,,92.4,93.2,94,94.8,95.6,91.4333,87.2667,83.1,86.5333,89.9667,93.4,93.46,93.52,93.58,93.64,93.7,93.9857,94.2714,94.5571,94.8429,95.1286,95.4143,95.7,,
Zimbabwe,,,,,91.3,91.6,91.9,92.2,92.5,92.8,93.1,91.4333,89.7667,88.1,90.6,93.1,93.2571,93.4143,93.5714,93.7286,93.8857,94.0429,94.2,92.2667,90.3333,88.4,89.1,89.8,91.1,92.4,93.7,93.3,
