Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Brunei,48.001,50.961,53.927,56.968,60.12,63.42,66.862,70.457,74.15,77.919,81.745,85.596,89.516,93.576,97.848,102.425,107.316,112.494,117.95,123.653,129.583,135.726,142.073,148.56,155.109,161.671,168.224,174.773,181.257,187.656,193.949,200.085,206.128,212.136,218.227,224.512,230.972,237.622,244.458,251.514,258.785,266.274,273.963,281.751,289.525,297.192,304.699,312.038,319.222,326.289,333.241,340.117,346.867,353.389,359.523,365.158,370.25,374.864,379.252,383.772,388.662,394.013,399.748,405.716,411.704,417.542,423.196,428.697,434.076,439.336,444.519,449.613,454.592,459.448,464.176,468.771,473.231,477.556,481.742,485.774,489.666,493.412,496.991,500.435,503.716,506.838,509.81,512.631,515.306,517.829,520.202,522.457,524.557,526.531,528.383,530.096,531.681,533.142,534.479,535.674,536.723,537.632,538.404,539.029,539.509,539.86,540.064,540.139,540.077,539.889,539.575,539.145,538.593,537.937,537.179,536.327,535.379,534.354,533.249,532.081,530.85,529.564,528.229,526.862,525.463,524.038,522.594,521.13,519.66,518.176,516.681,515.189,513.696,512.201,510.697,509.197,507.706,506.203,504.701,503.209,501.707,500.204,498.704,497.2,495.692,494.185,492.675,491.167,489.646,488.135,486.608
Bulgaria,7250.999,7310.51,7371.97,7434.611,7497.873,7561.405,7625.105,7689.047,7753.528,7818.912,7885.525,7953.378,8022.06,8090.6,8157.722,8222.47,8284.335,8343.387,8399.919,8454.501,8507.476,8558.968,8608.611,8655.674,8699.139,8738.361,8772.535,8801.885,8828.014,8853.187,8878.775,8905.069,8930.671,8953.074,8968.856,8975.291,8972.469,8960.472,8936.557,8897.446,8841.371,8766.89,8676.243,8575.889,8474.669,8379.18,8291.872,8211.726,8137.564,8066.883,7997.787,7930.546,7866.086,7803.881,7743.264,7683.763,7624.959,7566.949,7510.331,7456.03,7404.59,7356.213,7310.383,7266.141,7222.145,7177.396,7131.494,7084.571,7036.848,6988.739,6940.527,6892.21,6843.583,6794.495,6744.76,6694.229,6642.909,6590.868,6538.137,6484.77,6430.847,6376.395,6321.526,6266.489,6211.611,6157.135,6103.183,6049.788,5997.076,5945.164,5894.132,5844.039,5794.882,5746.569,5698.961,5651.925,5605.435,5559.473,5513.95,5468.779,5423.867,5379.183,5334.697,5290.342,5246.053,5201.794,5157.553,5113.351,5069.191,5025.108,4981.147,4937.332,4893.731,4850.462,4807.686,4765.543,4724.106,4683.418,4643.597,4604.764,4567.025,4530.423,4495,4460.763,4427.726,4395.878,4365.232,4335.773,4307.482,4280.322,4254.229,4229.196,4205.142,4182.009,4159.72,4138.177,4117.321,4097.078,4077.344,4057.958,4038.814,4019.828,4000.953,3982.155,3963.418,3944.705,3925.994,3907.228,3888.357,3869.301,3849.979
"Burkina Faso",4284.461,4324.494,4367.134,4413.202,4463.168,4517.155,4574.942,4635.955,4699.34,4764.077,4829.288,4894.58,4960.326,5027.821,5098.89,5174.87,5256.363,5343.019,5434.041,5528.174,5624.6,5723.381,5825.173,5930.483,6040.041,6154.545,6274.037,6398.935,6530.819,6671.656,6822.843,6985.16,7158.255,7340.905,7531.242,7727.907,7930.694,8140.073,8356.305,8579.823,8811.034,9050.084,9297.113,9552.476,9816.588,10089.878,10372.745,10665.546,10968.724,11282.701,11607.942,11944.587,12293.1,12654.621,13030.569,13421.93,13829.177,14252.021,14689.726,15141.099,15605.217,16081.904,16571.216,17072.723,17585.977,18110.624,18646.433,19193.382,19751.651,20321.56,20903.345,21496.961,22102.342,22719.682,23349.262,23991.225,24645.549,25312.044,25990.54,26680.772,27382.488,28095.447,28819.358,29553.841,30298.44,31052.714,31816.28,32588.733,33369.534,34158.075,34953.797,35756.3,36565.204,37379.889,38199.768,39024.308,39853.032,40685.652,41522.143,42362.617,43207.053,44055.23,44906.697,45760.92,46617.273,47475.204,48334.32,49194.359,50055.102,50916.382,51778.001,52639.58,53500.714,54361.074,55220.315,56078.054,56933.922,57787.46,58638.114,59485.278,60328.379,61166.972,62000.608,62828.769,63650.944,64466.612,65275.32,66076.64,66870.222,67655.758,68432.881,69201.314,69960.617,70710.255,71449.584,72178.105,72895.435,73601.435,74296.081,74979.473,75651.639,76312.509,76961.876,77599.489,78225.114,78838.567,79439.752,80028.64,80605.325,81169.984,81722.867
Burundi,2308.92,2359.123,2403.511,2445.42,2487.39,2531.184,2577.735,2627.233,2679.141,2732.438,2786.106,2839.666,2893.669,2949.926,3010.859,3077.876,3152.723,3234.023,3316.233,3391.753,3455.606,3505.391,3544.047,3578.49,3618.585,3671.494,3739.659,3821.194,3913.768,4013.31,4116.817,4223.195,4333.386,4448.728,4571.292,4702.066,4841.565,4987.736,5135.956,5280.024,5415.415,5542.048,5661.139,5771.398,5871.607,5962.058,6041.112,6112.097,6186.352,6278.94,6400.706,6555.829,6741.569,6953.113,7182.451,7423.289,7675.338,7939.573,8212.264,8489.031,8766.93,9043.508,9319.71,9600.186,9891.79,10199.27,10524.117,10864.245,11216.45,11575.964,11939.227,12305.457,12675.47,13049.303,13427.343,13810.006,14197.139,14588.733,14985.535,15388.616,15798.849,16216.487,16641.716,17075.25,17517.888,17970.195,18432.401,18904.397,19386.058,19877.068,20377.076,20885.948,21403.341,21928.513,22460.525,22998.539,23542.141,24090.95,24644.319,25201.545,25762.044,26325.44,26891.487,27459.946,28030.64,28603.449,29178.168,29754.726,30333.36,30914.416,31498.166,32084.542,32673.443,33265.055,33859.597,34457.167,35057.683,35660.871,36266.362,36873.658,37482.273,38091.884,38702.163,39312.593,39922.636,40531.733,41139.567,41745.726,42349.552,42950.318,43547.409,44140.408,44729.141,45313.611,45894.024,46470.435,47042.722,47610.615,48173.867,48732.199,49285.379,49833.248,50375.719,50912.73,51444.249,51970.231,52490.599,53005.252,53514.07,54016.906,54513.584
"Cape Verde",178.066,186.13,191.527,194.837,196.635,197.421,197.7,197.928,198.539,199.906,202.31,205.956,210.867,216.908,223.846,231.428,239.77,248.747,257.509,264.909,270.198,272.992,273.651,273.005,272.292,272.423,273.652,275.767,278.739,282.415,286.657,291.602,297.285,303.368,309.397,315.069,320.183,324.893,329.671,335.184,341.883,349.934,359.09,369.014,379.156,389.127,398.773,408.175,417.323,426.285,435.079,443.716,452.106,460.147,467.664,474.567,480.795,486.438,491.723,496.963,502.384,508.067,513.979,520.106,526.437,532.913,539.56,546.388,553.335,560.349,567.348,574.312,581.247,588.146,595.016,601.854,608.651,615.385,622.042,628.608,635.072,641.408,647.63,653.712,659.663,665.467,671.121,676.628,681.976,687.17,692.212,697.101,701.821,706.387,710.805,715.082,719.211,723.188,727.022,730.694,734.199,737.529,740.697,743.704,746.529,749.193,751.689,754.013,756.16,758.131,759.914,761.513,762.933,764.161,765.196,766.042,766.696,767.151,767.424,767.501,767.399,767.116,766.651,766.026,765.241,764.313,763.247,762.056,760.738,759.311,757.775,756.141,754.415,752.607,750.723,748.776,746.771,744.706,742.595,740.432,738.22,735.964,733.674,731.338,728.977,726.569,724.139,721.675,719.184,716.658,714.086
Cambodia,4432.714,4537.543,4656.277,4783.092,4913.695,5045.288,5176.658,5308.142,5441.319,5578.675,5722.37,5873.015,6028.551,6183.747,6331.583,6467.197,6584.766,6685.321,6778.723,6879.184,6994.848,7137.749,7300.152,7447.285,7531.424,7522.593,7402.873,7194.279,6955.566,6768.724,6692.107,6748.193,6918.101,7168.236,7446.019,7712.978,7958.976,8196.037,8433.798,8689.152,8973.342,9286.976,9621.504,9968.275,10315.376,10653.558,10980.273,11295.88,11597.739,11883.636,12152.354,12402.473,12634.729,12853.124,13063.377,13270.201,13474.489,13676.693,13880.509,14090.208,14308.74,14537.886,14776.866,15022.692,15270.79,15517.635,15762.37,16005.373,16245.729,16482.646,16715.508,16943.711,17166.941,17385.301,17599.113,17808.685,18013.91,18214.806,18411.936,18606.102,18797.878,18987.419,19174.678,19359.792,19542.826,19723.795,19902.725,20079.472,20253.651,20424.78,20592.416,20756.393,20916.573,21072.481,21223.615,21369.568,21510.112,21645.224,21774.972,21899.525,22019.028,22133.468,22242.808,22347.095,22446.452,22540.932,22630.596,22715.466,22795.622,22871.178,22942.211,23008.804,23070.929,23128.512,23181.467,23229.699,23273.276,23312.223,23346.517,23376.078,23400.907,23421.06,23436.678,23447.948,23455.133,23458.459,23458.084,23454.169,23446.947,23436.682,23423.623,23407.89,23389.639,23369.18,23346.825,23322.83,23297.343,23270.385,23241.85,23211.529,23179.296,23145.086,23108.935,23070.925,23031.15,22989.635,22946.354,22901.209,22854.038,22804.616,22752.616
Cameroon,4307.022,4382.927,4460.318,4539.443,4620.627,4704.233,4790.714,4880.594,4974.431,5072.801,5176.268,5285.231,5399.922,5520.332,5646.316,5777.834,5915.123,6058.539,6208.282,6364.569,6527.635,6697.745,6875.228,7060.603,7254.468,7457.362,7669.445,7890.969,8122.529,8364.835,8618.354,8883.016,9158.566,9445.003,9742.263,10050.023,10368.3,10696.274,11031.817,11372.16,11715.218,12060.729,12408.931,12758.881,13109.66,13460.994,13812.472,14165.423,14523.57,14891.891,15274.234,15671.927,16084.886,16513.822,16959.081,17420.795,17899.562,18395.389,18907.008,19432.541,19970.495,20520.447,21082.383,21655.715,22239.904,22834.522,23439.189,24053.727,24678.234,25312.993,25958.184,26613.765,27279.608,27955.755,28642.234,29339.083,30046.222,30763.659,31491.572,32230.19,32979.644,33739.916,34510.776,35291.925,36083.001,36883.632,37693.541,38512.499,39340.228,40176.449,41020.839,41873.089,42732.805,43599.435,44472.363,45351.038,46235.002,47123.91,48017.458,48915.384,49817.39,50723.131,51632.155,52543.939,53457.903,54373.521,55290.408,56208.25,57126.77,58045.717,58964.821,59883.731,60802.097,61719.785,62636.676,63552.6,64467.271,65380.248,66291.024,67198.981,68103.572,69004.372,69900.995,70793.059,71680.176,72561.962,73437.976,74307.767,75170.91,76026.948,76875.451,77716.02,78548.205,79371.483,80185.271,80989.049,81782.453,82565.122,83336.723,84096.882,84845.301,85581.715,86305.887,87017.602,87716.726,88403.106,89076.611,89737.171,90384.702,91019.17,91640.537
Canada,13733.402,14098.675,14482.057,14884.172,15303.889,15738.362,16182.877,16630.976,17074.869,17506.053,17917.236,18304.387,18668.576,19016.655,19359.165,19703.883,20051.96,20401.082,20751.373,21102.23,21452.737,21804.269,22156.208,22503.243,22838.19,23156.209,23456.507,23741.589,24014.082,24278.047,24537.422,24791.139,25040.948,25296.84,25571.673,25873.949,26208.08,26569.766,26947.842,27326.166,27692.68,28044.606,28384.35,28711.303,29026.188,29330.073,29622.132,29903.15,30178.134,30453.884,30735.773,31024.732,31320.889,31627.806,31949.417,32287.98,32645.483,33019.932,33404.548,33789.831,34168.668,34538.622,34900.705,35255.495,35604.728,35949.709,36289.822,36624.199,36953.765,37279.811,37603.205,37924.162,38242.226,38556.901,38867.347,39172.922,39473.509,39768.996,40058.684,40341.729,40617.535,40885.845,41146.793,41400.585,41647.652,41888.356,42122.835,42351.232,42573.987,42791.656,43004.685,43213.307,43417.729,43618.491,43816.206,44011.31,44204.258,44395.028,44583.147,44767.833,44948.602,45125.391,45298.656,45469.06,45637.507,45804.729,45970.922,46136.128,46300.685,46464.936,46629.079,46793.233,46957.33,47121.208,47284.623,47447.273,47609.126,47769.972,47929.183,48085.97,48239.73,48390.182,48537.3,48681.08,48821.613,48958.954,49093.101,49223.994,49351.631,49476.023,49597.228,49715.305,49830.384,49942.755,50052.774,50160.738,50266.795,50371.039,50473.708,50575.053,50675.266,50774.464,50872.699,50969.976,51066.274,51161.563,51255.813,51348.999,51441.096,51532.103,51621.993
"Caribbean Netherlands",7.122,7.293,7.425,7.526,7.608,7.67,7.725,7.783,7.854,7.952,8.074,8.24,8.427,8.645,8.881,9.134,9.377,9.646,9.9,10.141,10.359,10.546,10.708,10.841,10.949,11.027,11.076,11.098,11.103,11.135,11.21,11.322,11.472,11.652,11.848,12.025,12.187,12.325,12.482,12.699,13.019,13.429,13.934,14.443,14.863,15.107,15.164,15.083,14.887,14.638,14.393,14.127,13.886,13.748,13.894,14.403,15.337,16.649,18.153,19.646,20.94,21.994,22.844,23.506,24.071,24.57,25.019,25.398,25.702,25.971,26.212,26.433,26.631,26.827,27.004,27.175,27.342,27.51,27.669,27.825,27.972,28.114,28.244,28.378,28.494,28.618,28.732,28.836,28.938,29.033,29.124,29.22,29.306,29.382,29.468,29.539,29.609,29.684,29.751,29.821,29.886,29.935,29.997,30.055,30.107,30.152,30.203,30.248,30.287,30.333,30.373,30.425,30.457,30.507,30.54,30.585,30.625,30.672,30.707,30.751,30.796,30.839,30.874,30.918,30.953,30.996,31.038,31.083,31.118,31.158,31.193,31.236,31.281,31.309,31.349,31.379,31.418,31.454,31.494,31.527,31.567,31.595,31.627,31.659,31.69,31.715,31.743,31.765,31.79,31.813,31.829
"Cayman Islands",6.417,6.271,6.245,6.318,6.467,6.677,6.92,7.181,7.432,7.67,7.865,8.026,8.146,8.227,8.298,8.369,8.441,8.521,8.631,8.827,9.144,9.581,10.136,10.784,11.498,12.244,13.022,13.841,14.661,15.444,16.162,16.789,17.356,17.906,18.543,19.313,20.251,21.339,22.538,23.776,25.01,26.213,27.404,28.646,30.055,31.672,33.536,35.597,37.74,39.808,41.687,43.316,44.738,46.028,47.299,48.622,50.031,51.483,52.926,54.279,55.507,56.579,57.523,58.371,59.172,59.963,60.765,61.559,62.348,63.129,63.89,64.643,65.393,66.135,66.872,67.599,68.311,69.014,69.703,70.384,71.059,71.713,72.355,72.987,73.607,74.215,74.804,75.373,75.939,76.48,77.006,77.51,78.009,78.491,78.956,79.401,79.842,80.27,80.689,81.097,81.488,81.875,82.25,82.617,82.988,83.351,83.716,84.083,84.456,84.83,85.209,85.596,85.987,86.385,86.785,87.195,87.615,88.037,88.465,88.897,89.319,89.742,90.171,90.592,91.009,91.418,91.825,92.224,92.619,93.002,93.369,93.736,94.088,94.433,94.772,95.094,95.414,95.722,96.018,96.301,96.583,96.85,97.109,97.363,97.611,97.841,98.068,98.292,98.505,98.711,98.901
"Central African Republic",1326.652,1339.84,1353.47,1367.797,1383.073,1399.487,1417.218,1436.391,1457.113,1479.47,1503.508,1529.227,1556.661,1585.763,1616.516,1648.833,1682.885,1718.603,1755.344,1792.22,1828.709,1864.598,1900.317,1936.841,1975.521,2017.372,2062.405,2110.457,2162.249,2218.575,2279.821,2346.797,2418.844,2493.135,2565.803,2634.232,2696.982,2755.244,2812.244,2872.668,2939.78,3014.624,3095.807,3181.222,3267.67,3352.767,3435.821,3517.309,3597.385,3676.508,3754.986,3832.203,3907.612,3981.665,4055.036,4127.91,4201.758,4275.8,4345.386,4404.23,4448.525,4476.153,4490.416,4499.653,4515.392,4546.1,4594.621,4659.08,4737.423,4825.711,4920.889,5022.853,5132.27,5247.586,5366.949,5488.896,5612.532,5737.657,5864.322,5992.915,6123.615,6256.23,6390.254,6525.376,6661.223,6797.519,6934.059,7070.78,7207.592,7344.487,7481.447,7618.398,7755.269,7892.097,8028.923,8165.788,8302.674,8439.545,8576.467,8713.528,8850.78,8988.184,9125.699,9263.238,9400.708,9538.009,9675.075,9811.807,9948.08,10083.725,10218.599,10352.59,10485.592,10617.464,10748.05,10877.206,11004.827,11130.808,11255.037,11377.383,11497.74,11616.025,11732.186,11846.15,11957.857,12067.276,12174.345,12279.049,12381.42,12481.499,12579.329,12674.928,12768.256,12859.309,12948.083,13034.57,13118.738,13200.611,13280.208,13357.564,13432.708,13505.623,13576.294,13644.671,13710.695,13774.322,13835.52,13894.236,13950.45,14004.126,14055.261
Chad,2502.317,2543.9,2588.905,2636.261,2685.204,2735.208,2786.049,2837.762,2890.635,2945.101,3001.593,3060.355,3121.216,3183.551,3246.505,3309.573,3372.17,3434.811,3499.352,3568.376,3643.549,3726.091,3815.103,3907.632,3999.512,4087.948,4172.23,4253.989,4335.645,4420.716,4512.042,4610.167,4715.197,4829.094,4954.046,5091.535,5243.006,5408.087,5584.339,5768.086,5956.859,6150.081,6349.089,6555.603,6772.133,7000.722,7241.134,7493.251,7759.258,8041.846,8342.559,8663.012,9001.689,9353.201,9710.043,10067.009,10421.597,10775.708,11133.861,11502.786,11887.202,12288.651,12705.135,13133.589,13569.438,14009.413,14452.543,14899.994,15353.184,15814.345,16285.093,16765.714,17255.546,17754.22,18261.067,18775.565,19297.583,19827.182,20364.197,20908.51,21459.963,22018.36,22583.505,23155.184,23733.187,24317.309,24907.304,25502.961,26103.996,26710.161,27321.154,27936.751,28556.669,29180.61,29808.24,30439.253,31073.358,31710.307,32349.847,32991.754,33635.795,34281.678,34929.121,35577.867,36227.662,36878.236,37529.284,38180.514,38831.582,39482.205,40132.054,40780.799,41428.087,42073.511,42716.67,43357.148,43994.61,44628.705,45258.994,45885.021,46506.378,47122.71,47733.685,48339.104,48938.745,49532.386,50119.776,50700.565,51274.437,51841.017,52399.973,52951.044,53494.022,54028.659,54554.748,55072.068,55580.421,56079.641,56569.615,57050.284,57521.561,57983.329,58435.456,58877.792,59310.183,59732.523,60144.691,60546.626,60938.28,61319.629,61690.672
"Channel Islands",102.234,102.967,103.661,104.323,104.972,105.609,106.268,106.968,107.711,108.525,109.42,110.399,111.457,112.595,113.773,114.995,116.227,117.474,118.726,119.972,121.197,122.413,123.614,124.725,125.682,126.415,126.902,127.183,127.39,127.692,128.212,128.981,129.979,131.156,132.453,133.808,135.23,136.716,138.187,139.53,140.671,141.568,142.258,142.819,143.384,144.046,144.829,145.715,146.671,147.687,148.725,149.793,150.901,152.038,153.17,154.294,155.411,156.513,157.581,158.603,159.581,160.497,161.358,162.18,162.969,163.758,164.541,165.314,166.083,166.828,167.578,168.304,169.015,169.724,170.412,171.08,171.738,172.376,173.007,173.606,174.184,174.741,175.274,175.791,176.286,176.743,177.177,177.593,177.974,178.324,178.654,178.945,179.225,179.477,179.702,179.906,180.094,180.262,180.408,180.529,180.634,180.711,180.769,180.811,180.837,180.851,180.861,180.862,180.865,180.853,180.842,180.828,180.812,180.793,180.786,180.766,180.752,180.741,180.724,180.718,180.707,180.706,180.696,180.684,180.677,180.66,180.652,180.635,180.623,180.601,180.581,180.563,180.537,180.513,180.483,180.452,180.42,180.383,180.35,180.308,180.258,180.212,180.16,180.103,180.035,179.969,179.894,179.813,179.737,179.648,179.55
Chile,6188.284,6327.085,6467.64,6610.731,6756.969,6906.838,7060.663,7218.587,7380.642,7546.713,7716.625,7890.156,8067.136,8247.415,8430.838,8617.077,8806.137,8997.325,9188.822,9378.243,9563.865,9745.189,9922.558,10096.295,10267.056,10435.534,10601.836,10766.419,10930.783,11096.868,11266.226,11439.144,11615.836,11797.534,11985.658,12181.028,12384.108,12594.145,12809.025,13025.797,13242.132,13457.244,13671.033,13882.668,14091.389,14296.613,14497.826,14694.835,14887.756,15076.952,15262.754,15444.969,15623.635,15799.542,15973.778,16147.064,16319.792,16491.687,16661.942,16829.442,16993.354,17153.357,17309.746,17462.982,17613.798,17762.681,17909.754,18054.726,18197.209,18336.653,18472.639,18604.946,18733.622,18858.777,18980.612,19099.237,19214.669,19326.71,19434.879,19538.564,19637.321,19730.966,19819.612,19903.549,19983.218,20058.957,20130.836,20198.771,20262.747,20322.7,20378.604,20430.49,20478.413,20522.34,20562.234,20598.059,20629.864,20657.702,20681.629,20701.755,20718.131,20730.842,20739.979,20745.629,20747.901,20746.934,20742.783,20735.566,20725.416,20712.545,20697.074,20679.144,20658.79,20636.061,20610.956,20583.496,20553.726,20521.749,20487.668,20451.607,20413.672,20373.948,20332.47,20289.229,20244.2,20197.38,20148.834,20098.659,20046.886,19993.566,19938.746,19882.522,19825.006,19766.427,19707.042,19647.078,19586.666,19525.895,19464.948,19404.009,19343.221,19282.692,19222.498,19162.691,19103.28,19044.322,18985.8,18927.776,18870.247,18813.252,18756.814
China,554419.28,569611.07,582029.3,592567.86,601971.22,610834.4,619597.55,628551.41,637853.61,647555.96,657686.14,668334.9,679732.31,692280.49,706460.95,722562.18,740745.64,760771.06,782008.73,803577.22,824788.46,845481.58,865686.53,885145.93,903613.54,920945.08,937018.25,951927.44,966039.82,979880.62,993877.31,1008000.2,1022253.4,1037123.8,1053210.7,1070863.4,1090348.1,1111341.7,1132866.3,1153565.9,1172445.2,1189183.5,1204003.9,1217129.1,1228991.9,1239940,1249981.4,1259067,1267441.5,1275406.7,1283199,1290937.6,1298646.6,1306343.9,1314007.5,1321623.5,1329209.1,1336800.5,1344415.2,1352068.1,1359755.1,1367480.3,1375198.6,1382793.2,1390110.4,1397028.6,1403500.4,1409517.4,1415045.9,1420062,1424548.3,1428480.5,1431849.7,1434676.1,1436995.1,1438835.7,1440205.4,1441105.8,1441555.1,1441574.2,1441181.8,1440391.6,1439215.3,1437667,1435760.5,1433508.9,1430922.5,1428012.2,1424791.5,1421274.5,1417472.8,1413396.9,1409051.6,1404434.2,1399538.5,1394361,1388909.2,1383192,1377210.3,1370963.9,1364456.7,1357698.3,1350704.1,1343492,1336083.7,1328500.9,1320759.1,1312877.1,1304885.4,1296818.4,1288706.6,1280567.9,1272417.6,1264278.1,1256172.1,1248117.9,1240130,1232215.6,1224376,1216607.9,1208908.8,1201285.2,1193741.8,1186271.2,1178862.7,1171509.6,1164212.1,1156977.4,1149814.7,1142736.7,1135754.2,1128870.9,1122090.3,1115423.1,1108881.7,1102475.5,1096205.9,1090072.3,1084078.4,1078227.3,1072518.6,1066947.2,1061503.8,1056175.3,1050946.6,1045800.9,1040720.5,1035686.7,1030680,1025679.9,1020665.2
"Hong Kong",1973.998,2063.316,2160.102,2264.109,2374.539,2490.103,2608.941,2728.665,2846.522,2959.533,3065.187,3162.031,3250.311,3332.162,3410.959,3489.213,3568.376,3648.033,3726.705,3802.096,3873.112,3937.829,3998.312,4062.042,4139.096,4236.002,4356.575,4496.871,4646.177,4789.32,4915.467,5020.488,5107.909,5183.912,5258.161,5337.622,5424.517,5516.357,5609.691,5699.221,5781.459,5854.088,5919.289,5983.355,6055.086,6140.101,6241.81,6356.47,6473.836,6579.564,6663.654,6722.306,6759.491,6782.571,6802.597,6827.761,6860.376,6898.397,6940.323,6983.272,7025.221,7065.815,7106.399,7148.571,7194.563,7245.701,7302.843,7364.883,7428.887,7490.776,7547.652,7598.189,7643.256,7684.801,7725.859,7768.51,7813.304,7859.214,7904.81,7947.995,7987.249,8022.196,8053.254,8080.703,8105.05,8126.741,8145.817,8162.246,8176.354,8188.511,8199.064,8208.186,8216.005,8222.743,8228.616,8233.792,8238.41,8242.592,8246.402,8249.908,8253.141,8256.176,8259.038,8261.762,8264.361,8266.853,8269.227,8271.461,8273.46,8275.053,8276.133,8276.662,8276.639,8275.978,8274.603,8272.466,8269.575,8265.942,8261.571,8256.466,8250.655,8244.177,8237.128,8229.722,8222.163,8214.663,8207.349,8200.316,8193.708,8187.689,8182.402,8177.929,8174.36,8171.851,8170.59,8170.698,8172.242,8175.198,8179.474,8184.933,8191.445,8198.92,8207.329,8216.63,8226.776,8237.712,8249.311,8261.424,8273.853,8286.344,8298.64
Macau,196.483,200.49,201.274,199.292,195.132,189.461,183.047,176.753,171.523,168.289,167.796,170.465,176.188,184.25,193.563,203.231,213.196,223.42,233.004,240.842,246.195,248.739,248.767,246.947,244.284,241.628,239.085,236.695,235.198,235.479,238.118,243.427,251.219,260.997,271.993,283.581,295.677,308.275,320.877,332.901,343.935,353.764,362.459,370.345,377.96,385.686,393.567,401.564,409.837,418.604,427.979,438.081,448.896,460.147,471.453,482.559,493.32,503.823,514.348,525.313,536.969,549.439,562.531,575.841,588.781,600.942,612.167,622.567,632.418,642.09,651.875,661.838,671.858,681.876,691.748,701.381,710.768,719.928,728.851,737.513,745.908,754.011,761.85,769.424,776.756,783.877,790.784,797.489,804.016,810.408,816.675,822.835,828.901,834.885,840.815,846.711,852.577,858.409,864.203,869.922,875.543,881.078,886.517,891.846,897.082,902.195,907.196,912.081,916.841,921.456,925.947,930.292,934.501,938.57,942.512,946.33,950.027,953.615,957.079,960.432,963.666,966.784,969.808,972.741,975.587,978.37,981.104,983.788,986.426,988.992,991.499,993.933,996.335,998.709,1001.109,1003.558,1006.066,1008.628,1011.292,1014.085,1017.02,1020.111,1023.344,1026.715,1030.182,1033.753,1037.394,1041.095,1044.823,1048.569,1052.336
Taiwan,7623.36,7893.06,8163.933,8440.26,8725.467,9022.183,9331.898,9655.237,9991.985,10341.215,10701.713,11072.338,11452.476,11842.14,12241.535,12649.726,13067.806,13492.499,13913.345,14316.714,14693.153,15037.995,15354.587,15651.322,15940.897,16232.672,16528.707,16826.465,17125.169,17422.717,17717.372,18009.439,18299.157,18584.306,18862.027,19130.093,19387.424,19634.014,19869.947,20095.747,20311.698,20518.8,20716.684,20902.884,21074.053,21228.512,21364.13,21483.508,21595.372,21711.573,21840.235,21985.282,22143.337,22306.338,22462.374,22602.886,22725.478,22833.013,22928.526,23017.055,23102.406,23185.01,23263.897,23339.858,23413.652,23485.755,23556.706,23626.456,23694.089,23758.247,23817.905,23872.68,23922.727,23968.059,24008.872,24045.238,24076.884,24103.448,24124.746,24140.587,24150.708,24155.057,24153.232,24144.28,24127.012,24100.534,24064.633,24019.489,23965.194,23902.035,23830.334,23750.229,23662.065,23566.775,23465.522,23359.293,23248.622,23133.855,23015.549,22894.279,22770.537,22644.734,22517.191,22388.274,22258.223,22127.286,21995.678,21863.549,21730.931,21597.772,21464.033,21329.807,21195.113,21059.813,20923.64,20786.44,20648.273,20509.236,20369.272,20228.309,20086.382,19943.63,19800.309,19656.81,19513.582,19371.065,19229.521,19089.287,18951.057,18815.663,18683.773,18555.716,18431.649,18311.762,18196.244,18085.164,17978.705,17876.875,17779.436,17686.02,17596.32,17510.202,17427.616,17348.574,17273.13,17201.216,17132.704,17067.389,17004.936,16944.934,16886.866
