Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Namibia,8762,8689,8616,8543,8470,8397,8324,8251,8178,8105,8032,7957.8,7883.6,7809.4,7735.2,7661,7586.8,7512.6,7438.4,7364.2,7290,7215.8,7141.6,7067.4,6993.2
Nepal,4817,4725.3,4633.6,4541.9,4450.2,4358.5,4266.8,4175.1,4083.4,3991.7,3900,3847.2,3794.4,3741.6,3688.8,3636,3636,3636,3636,3636,3636,3636,3636,3636,3636
Netherlands,345,346.5,348,349.5,351,352.5,354,355.5,357,358.5,360,361,362,363,364,365,366.6,368.2,369.8,371.4,373,373.6,374.2,374.8,375.4
"Caribbean Netherlands",1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
"New Caledonia",839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839
"New Zealand",9658,9706.1,9754.2,9802.3,9850.4,9898.5,9946.6,9994.7,10042.8,10090.9,10139,10147.8,10156.6,10165.4,10174.2,10183,10176.6,10170.2,10163.8,10157.4,10151,10151.2,10151.4,10151.6,10151.8
Nicaragua,4514,4444,4374,4304,4234,4164,4094,4024,3954,3884,3814,3744,3674,3604,3534,3464,3394,3324,3254,3184,3114,3114,3114,3114,3114
Niger,1945,1883.3,1821.6,1759.9,1698.2,1636.5,1574.8,1513.1,1451.4,1389.7,1328,1315.6,1303.2,1290.8,1278.4,1266,1253.6,1241.2,1228.8,1216.4,1204,1191.6,1179.2,1166.8,1154.4
Nigeria,17234,16824.3,16414.6,16004.9,15595.2,15185.5,14775.8,14366.1,13956.4,13546.7,13137,12727.4,12317.8,11908.2,11498.6,11089,10679.4,10269.8,9860.2,9450.6,9041,8631.4,8221.8,7812.2,7402.6
Niue,20.6,20.5,20.4,20.3,20.2,20.1,20,19.9,19.8,19.7,19.6,19.5,19.4,19.3,19.2,19.1,19,18.9,18.8,18.7,18.6,18.5,18.4,18.3,18.2
"Norfolk Island",0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
"Northern Mariana Islands",,33.44,33.28,33.12,32.95,32.79,32.62,32.46,32.29,32.13,31.96,31.8,31.64,31.47,31.31,31.14,30.98,30.81,30.65,30.48,30.32,30.15,29.99,29.83,29.66
Norway,12132,12130.1,12128.2,12126.3,12124.4,12122.5,12120.6,12118.7,12116.8,12114.9,12113,12108.8,12104.6,12100.4,12096.2,12092,12094,12096,12098,12100,12102,12104,12106,12108,12110
"West Bank and Gaza",9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.1,9.12,9.13,9.15,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Oman,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,2527,2485.9,2444.8,2403.7,2362.6,2321.5,2280.4,2239.3,2198.2,2157.1,2116,2073.2,2030.4,1987.6,1944.8,1902,1859,1816,1773,1730,1687,1644,1601,1558,1515
Palau,,38.3,38.44,38.58,38.73,38.87,39.01,39.16,39.3,39.44,39.59,39.73,39.87,40.02,40.16,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3
Panama,5040,5022.7,5005.4,4988.1,4970.8,4953.5,4936.2,4918.9,4901.6,4884.3,4867,4850,4833,4816,4799,4782,4765.4,4748.8,4732.2,4715.6,4699,4682.6,4666.2,4649.8,4633.4
"Papua New Guinea",33627,33624.3,33621.6,33618.9,33616.2,33613.5,33610.8,33608.1,33605.4,33602.7,33600,33597.2,33594.4,33591.6,33588.8,33586,33583.4,33580.8,33578.2,33575.6,33573,33570.2,33567.4,33564.6,33561.8
Paraguay,21157,20978.1,20799.2,20620.3,20441.4,20262.5,20083.6,19904.7,19725.8,19546.9,19368,19189.4,19010.8,18832.2,18653.6,18475,18170,17865,17560,17255,16950,16624.6,16299.2,15973.8,15648.4
Peru,77921,77743.6,77566.2,77388.8,77211.4,77034,76856.6,76679.2,76501.8,76324.4,76147,76023.2,75899.4,75775.6,75651.8,75528,75384.6,75241.2,75097.8,74954.4,74811,74643.4,74475.8,74308.2,74140.6
Philippines,6555,6602.2,6649.4,6696.6,6743.8,6791,6838.2,6885.4,6932.6,6979.8,7027,7036.4,7045.8,7055.2,7064.6,7074,7027.2,6980.4,6933.6,6886.8,6840,7080,7320,7560,7800
Pitcairn,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Poland,8881,8898.8,8916.6,8934.4,8952.2,8970,8987.8,9005.6,9023.4,9041.2,9059,9087.2,9115.4,9143.6,9171.8,9200,9225.8,9251.6,9277.4,9303.2,9329,9350.2,9371.4,9392.6,9413.8
Portugal,3436,3426.7,3417.4,3408.1,3398.8,3389.5,3380.2,3370.9,3361.6,3352.3,3343,3333.6,3324.2,3314.8,3305.4,3296,3284.6,3273.2,3261.8,3250.4,3239,3227.6,3216.2,3204.8,3193.4
"Puerto Rico",287,303.31,319.62,335.93,352.24,368.55,384.85,401.16,417.47,433.78,450.09,452.65,455.2,457.76,460.31,462.87,466.18,469.49,472.79,476.1,479.41,482.72,486.03,489.33,492.64
"South Korea",6370,6361.8,6353.6,6345.4,6337.2,6329,6320.8,6312.6,6304.4,6296.2,6288,6281.4,6274.8,6268.2,6261.6,6255,6248.4,6241.8,6235.2,6228.6,6222,6214.4,6206.8,6199.2,6191.6
Moldova,,,320,320.5,321,321.5,322,322.5,323,323.5,324,331.8,339.6,347.4,355.2,363,367.6,372.2,376.8,381.4,386,390.6,395.2,399.8,404.4
Reunion,87,87,87,87,87,87,87,87,87,87,87,86.6,86.2,85.8,85.4,85,85.6,86.2,86.8,87.4,88,88,88,88,88
Romania,6371,6370.5,6370,6369.5,6369,6368.5,6368,6367.5,6367,6366.5,6366,6371,6376,6381,6386,6391,6415.8,6440.6,6465.4,6490.2,6515,6584.2,6653.4,6722.6,6791.8
Russia,,,809013.62,809045.48,809077.34,809109.2,809141.06,809172.92,809204.78,809236.64,809268.5,809172.8,809077.1,808981.4,808885.7,808790,810059.12,811328.24,812597.36,813866.48,815135.6,815094.58,815053.56,815012.54,814971.52
Rwanda,318,320.6,323.2,325.8,328.4,331,333.6,336.2,338.8,341.4,344,352.2,360.4,368.6,376.8,385,397.2,409.4,421.6,433.8,446,452.8,459.6,466.4,473.2
"Saint Kitts and Nevis",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"Saint Lucia",21.8,21.74,21.68,21.62,21.56,21.5,21.44,21.38,21.32,21.26,21.2,21.14,21.08,21.02,20.96,20.9,20.84,20.78,20.72,20.66,20.6,20.54,20.48,20.42,20.36
"Saint Pierre and Miquelon",3.4,3.38,3.36,3.34,3.32,3.3,3.28,3.26,3.24,3.22,3.2,3.16,3.12,3.08,3.04,3,2.98,2.96,2.94,2.92,2.9,2.88,2.86,2.84,2.82
"Saint Vincent and Grenadines",25,25.1,25.2,25.3,25.4,25.5,25.6,25.7,25.8,25.9,26,26,26,26,26,26,26.2,26.4,26.6,26.8,27,27,27,27,27
Samoa,130,134.1,138.2,142.3,146.4,150.5,154.6,158.7,162.8,166.9,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
"Saint Thomas and Principe",56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,55.52,55.04,54.56,54.08,53.6,53.6,53.6,53.6,53.6
"Saudi Arabia",977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977
Senegal,9348,9303,9258,9213,9168,9123,9078,9033,8988,8943,8898,8853,8808,8763,8718,8673,8633,8593,8553,8513,8473,8433,8393,8353,8313
Serbia,,,,,,,,,,,,,,,,,2523.4,2570.8,2618.2,2665.6,2713,2714.4,2715.8,2717.2,2718.6
"Serbia and Montenegro",,,2968.4,2983.1,2997.8,3012.5,3027.2,3041.9,3056.6,3071.3,3086,3089.2,3092.4,3095.6,3098.8,3102,,,,,,,,,
Seychelles,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67,40.67
"Sierra Leone",3118,3098.4,3078.8,3059.2,3039.6,3020,3000.4,2980.8,2961.2,2941.6,2922,2902.4,2882.8,2863.2,2843.6,2824,2804.4,2784.8,2765.2,2745.6,2726,2789.6,2853.2,2916.8,2980.4
Singapore,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35
Slovakia,,,,1921.7,1921.6,1921.5,1921.4,1921.3,1921.2,1921.1,1921,1923.2,1925.4,1927.6,1929.8,1932,1933.4,1934.8,1936.2,1937.6,1939,1939.2,1939.4,1939.6,1939.8
Slovenia,,,1197,1201.5,1206,1210.5,1215,1219.5,1224,1228.5,1233,1235,1237,1239,1241,1243,1243.8,1244.6,1245.4,1246.2,1247,1247.2,1247.4,1247.6,1247.8
"Solomon Islands",2324,2318.4,2312.8,2307.2,2301.6,2296,2290.4,2284.8,2279.2,2273.6,2268,2262.6,2257.2,2251.8,2246.4,2241,2235.4,2229.8,2224.2,2218.6,2213,2207.4,2201.8,2196.2,2190.6
Somalia,8282,8205.3,8128.6,8051.9,7975.2,7898.5,7821.8,7745.1,7668.4,7591.7,7515,7438.2,7361.4,7284.6,7207.8,7131,7054.2,6977.4,6900.6,6823.8,6747,6670.2,6593.4,6516.6,6439.8
"South Africa",9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241,9241
"South Sudan",,,,,,,,,,,,,,,,,,,,,,7157,7157,7157,7157
Spain,13809.49,14126.24,14442.98,14759.73,15076.47,15393.22,15709.96,16026.71,16343.45,16660.2,16976.94,17037.97,17099,17160.03,17221.06,17282.09,17475.11,17668.13,17861.16,18054.18,18247.2,18281.33,18315.47,18349.6,18383.74
"Sri Lanka",2284,2274.8,2265.6,2256.4,2247.2,2238,2228.8,2219.6,2210.4,2201.2,2192,2177.2,2162.4,2147.6,2132.8,2118,2115,2112,2109,2106,2103,2096.4,2089.8,2083.2,2076.6
Sudan,30727.31,30552.9,30378.48,30204.07,30029.65,29855.24,29680.82,29506.41,29331.99,29157.58,28983.16,28808.75,28634.33,28459.92,28285.5,28111.09,27936.67,27762.26,27587.84,27413.43,27239.01,,,,
Suriname,15430,15426.1,15422.2,15418.3,15414.4,15410.5,15406.6,15402.7,15398.8,15394.9,15391,15387,15383,15379,15375,15371,15367,15363,15359,15355,15351,15347.2,15343.4,15339.6,15335.8
Swaziland,472,476.6,481.2,485.8,490.4,495,499.6,504.2,508.8,513.4,518,522.6,527.2,531.8,536.4,541,545.4,549.8,554.2,558.6,563,567.6,572.2,576.8,581.4
Sweden,28063,28073,28083,28093,28103,28113,28123,28133,28143,28153,28163,28174,28185,28196,28207,28218,28189,28160,28131,28102,28073,28073,28073,28073,28073
Switzerland,1151,1155.3,1159.6,1163.9,1168.2,1172.5,1176.8,1181.1,1185.4,1189.7,1194,1198.6,1203.2,1207.8,1212.4,1217,1220.6,1224.2,1227.8,1231.4,1235,1238.8,1242.6,1246.4,1250.2
Syria,372,378,384,390,396,402,408,414,420,426,432,437.8,443.6,449.4,455.2,461,467,473,479,485,491,491,491,491,491
Tajikistan,,,408.4,408.6,408.8,409,409.2,409.4,409.6,409.8,410,410,410,410,410,410,410,410,410,410,410,410.4,410.8,411.2,411.6
Thailand,14005,14305.6,14606.2,14906.8,15207.4,15508,15808.6,16109.2,16409.8,16710.4,17011,16828.8,16646.6,16464.4,16282.2,16100,16129.8,16159.6,16189.4,16219.2,16249,16279,16309,16339,16369
"Macedonia (F.Y.R.O.M.)",,,921.2,925.8,930.4,935,939.6,944.2,948.8,953.4,958,961.4,964.8,968.2,971.6,975,979.6,984.2,988.8,993.4,998,998,998,998,998
"Timor Leste",966,954.8,943.6,932.4,921.2,910,898.8,887.6,876.4,865.2,854,842.8,831.6,820.4,809.2,798,786.8,775.6,764.4,753.2,742,730.8,719.6,708.4,697.2
Togo,685,665.1,645.2,625.3,605.4,585.5,565.6,545.7,525.8,505.9,486,466,446,426,406,386,366.2,346.4,326.6,306.8,287,267.2,247.4,227.6,207.8
Tonga,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"Trinidad and Tobago",240.7,239.99,239.28,238.57,237.86,237.15,236.44,235.73,235.02,234.31,233.6,232.88,232.16,231.44,230.72,230,229.28,228.56,227.84,227.12,226.4,228.02,229.63,231.25,232.86
Tunisia,643,662.4,681.8,701.2,720.6,740,759.4,778.8,798.2,817.6,837,852.6,868.2,883.8,899.4,915,930,945,960,975,990,1000.2,1010.4,1020.6,1030.8
Turkey,9622,9678.1,9734.2,9790.3,9846.4,9902.5,9958.6,10014.7,10070.8,10126.9,10183,10278.8,10374.6,10470.4,10566.2,10662,10770.2,10878.4,10986.6,11094.8,11203,11305.4,11407.8,11510.2,11612.6
Turkmenistan,,,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127
"Turks and Caicos",34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4
Tuvalu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uganda,4751,4662.8,4574.6,4486.4,4398.2,4310,4221.8,4133.6,4045.4,3957.2,3869,3781,3693,3605,3517,3429,3293.8,3158.6,3023.4,2888.2,2753,2617.8,2482.6,2347.4,2212.2
Ukraine,,,9321.2,9344.8,9368.4,9392,9415.6,9439.2,9462.8,9486.4,9510,9523,9536,9549,9562,9575,9569.6,9564.2,9558.8,9553.4,9548,9569.8,9591.6,9613.4,9635.2
"United Arab Emirates",245,251.5,258,264.5,271,277.5,284,290.5,297,303.5,310,310.4,310.8,311.2,311.6,312,313.06,314.12,315.18,316.24,317.3,318.36,319.42,320.48,321.54
"United Kingdom",2778,2795.6,2813.2,2830.8,2848.4,2866,2883.6,2901.2,2918.8,2936.4,2954,2967.4,2980.8,2994.2,3007.6,3021,3028.6,3036.2,3043.8,3051.4,3059,3076,3093,3110,3127
Tanzania,55920,55520,55120,54720,54320,53920,53520,53120,52720,52320,51920,51520,51120,50720,50320,49920,49520,49120,48720,48320,47920,47548,47176,46804,46432
"United States",302450,302558.6,302667.2,302775.8,302884.4,302993,303101.6,303210.2,303318.8,303427.4,303536,303780.2,304024.4,304268.6,304512.8,304757,305549.6,306342.2,307134.8,307927.4,308720,308995,309270,309545,309820
"Virgin Islands (U.S.)",23.58,23.27,22.96,22.65,22.34,22.02,21.71,21.4,21.09,20.78,20.47,20.12,19.77,19.43,19.08,18.73,18.62,18.5,18.39,18.27,18.16,18.05,17.94,17.82,17.71
Uruguay,797.8,854.99,912.18,969.37,1026.56,1083.75,1140.94,1198.13,1255.32,1312.51,1369.7,1400.12,1430.54,1460.96,1491.38,1521.8,1563.7,1605.6,1647.5,1689.4,1731.3,1754.04,1776.78,1799.52,1822.26
"Soviet Union",849424.4,849563.68,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,3078.4,3095.1,3111.8,3128.5,3145.2,3161.9,3178.6,3195.3,3212,3228.6,3245.2,3261.8,3278.4,3295,3291.1,3287.2,3283.3,3279.4,3275.5,3264.38,3253.26,3242.14,3231.02
Vanuatu,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440
Venezuela,52026,51738.5,51451,51163.5,50876,50588.5,50301,50013.5,49726,49438.5,49151,48863.4,48575.8,48288.2,48000.6,47713,47671.4,47629.8,47588.2,47546.6,47505,47340.6,47176.2,47011.8,46847.4
Vietnam,9363,9599.4,9835.8,10072.2,10308.6,10545,10781.4,11017.8,11254.2,11490.6,11727,11997,12267,12537,12807,13077,13287.2,13497.4,13707.6,13917.8,14128,14257,14386,14515,14644
"Wallis and Futuna",5.8,5.8,5.8,5.8,5.8,5.8,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.82,5.82,5.82,5.82,5.82,5.83,5.83
"Western Sahara",707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707
Yemen,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549
Yugoslavia,9099,9123.8,,,,,,,,,,,,,,,,,,,,,,,
Zambia,52800,52633.4,52466.8,52300.2,52133.6,51967,51800.4,51633.8,51467.2,51300.6,51134,50967.4,50800.8,50634.2,50467.6,50301,50134.4,49967.8,49801.2,49634.6,49468,49301.4,49134.8,48968.2,48801.6
Zimbabwe,22164,21837,21510,21183,20856,20529,20202,19875,19548,19221,18894,18567,18240,17913,17586,17259,16932,16605,16278,15951,15624,15311.6,14999.2,14686.8,14374.4
