Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Malaysia,6434,6582,6748,6929,7118,7312,7520,7739,7966,8196,8428,8663,8906,9148,9397,9648,9900,10155,10409,10662,10910,11171,11441,11712,11986,12267,12554,12845,13139,13444,13764,14096,14441,14793,15157,15545,15942,16333,16731,17121,17507,17991,18466,18933,19419,19913,20419,20958,21516,22081,22666,23240,23773,24359,24941,25424,25878,26332,26784,27235,27682,28126,28568,29007,29443,29874,30301
Mali,3688,3761,3837,3913,3991,4071,4153,4236,4320,4407,4495,4585,4679,4775,4875,4978,5084,5194,5307,5425,5546,5672,5801,5935,6074,6218,6366,6455,6550,6651,6758,6871,6989,7109,7233,7361,7494,7633,7777,7928,8085,8658,8986,9235,9526,9838,10176,10295,10447,10775,11034,11122,11258,11569,11855,12095,12349,12644,12958,13290,13642,14008,14383,14767,15162,15566,15980
Malta,312,313,317,317,320,314,314,319,322,325,329,329,329,328,324,319,317,319,319,323,326,325,319,322,324,328,329,332,340,347,364,364,360,356,351,347,347,349,352,355,359,363,366,370,374,377,380,383,386,388,390,392,394,395,397,399,400,402,404,405,407,408,410,411,413,414,415
Mexico,28485,29296,30144,31031,31959,32930,33946,35016,36142,37328,38579,39836,41121,42434,43775,45142,46538,47996,49519,51111,52775,54407,55984,57557,59123,60678,62220,63760,65296,66826,68347,69969,71641,73363,75080,76767,78442,80122,81782,83367,84914,86477,88094,89731,91327,92889,94436,95975,97453,98794,100105,101459,102809,104186,105578,106928,108273,109700,111211,112798,114438,116083,117686,119210,120684,122139,123573
Moldova,2336,2422,2467,2506,2566,2622,2682,2759,2838,2919,2999,3069,3136,3205,3271,3334,3394,3452,3506,3549,3595,3649,3703,3753,3801,3847,3886,3920,3947,3970,3996,4026,4055,4083,4113,4148,4183,4217,4290,4359,4394,4401,4402,4401,4392,4375,4354,4324,4286,4244,4199,4154,4108,4059,4013,3966,3919,3873,3829,3788,3749,3711,3674,3636,3600,3563,3527
Morocco,9343,9634,9939,10206,10487,10782,11089,11406,11735,12074,12423,12736,13057,13385,13722,14066,14415,14770,15137,15517,15909,16313,16661,16998,17335,17687,18043,18397,18758,19126,19487,19846,20199,20750,21316,21886,22458,23029,23600,24170,24735,25182,25622,26067,26511,26948,27377,27794,28199,28591,28974,29349,29722,30091,30456,30816,31174,31531,31888,32243,32596,32947,33298,33649,33997,34343,34686
Mozambique,6250,6346,6446,6552,6664,6782,6906,7038,7177,7321,7472,7628,7789,7957,8127,8301,8486,8681,8884,9093,9304,9539,9810,10088,10370,10433,10770,11128,11466,11828,12103,12363,12587,12773,12923,13063,13143,12895,12523,12482,12667,12880,13074,13536,14569,15494,15977,16394,16792,17168,17550,17939,18335,18738,19149,19570,20002,20448,20907,21377,21861,22379,22932,23498,24079,24675,25286
"Burma (Myanmar)",19488,19788,20093,20403,20722,21050,21387,21734,22090,22459,22839,23232,23638,24057,24490,24937,25399,25876,26368,26874,27393,27926,28474,29235,29799,30335,30872,31408,31863,32405,33061,33669,34306,34980,35671,36346,36998,37625,38196,38721,39243,39938,40530,41157,41914,42667,43377,44056,44720,45370,46008,46631,47246,47856,48455,49047,49618,50195,50653,51233,51803,52371,52938,53503,54065,54621,55174
Netherlands,10114,10264,10382,10493,10615,10751,10889,11026,11187,11348,11486,11639,11806,11966,12127,12292,12455,12597,12725,12873,13032,13194,13330,13438,13541,13653,13770,13853,13937,14030,14144,14246,14310,14362,14420,14491,14572,14665,14761,14849,14952,15067,15175,15276,15384,15462,15530,15607,15702,15805,15915,16031,16130,16201,16251,16283,16305,16335,16394,16475,16558,16638,16715,16789,16861,16932,17001
"New Zealand",1908,1947,1995,2047,2093,2136,2178,2229,2282,2331,2372,2432,2489,2541,2592,2640,2688,2728,2759,2789,2828,2875,2929,2992,3058,3118,3154,3165,3166,3165,3170,3185,3217,3258,3298,3324,3341,3352,3361,3378,3414,3456,3494,3537,3587,3643,3697,3739,3765,3784,3803,3838,3899,3961,4009,4049,4090,4133,4174,4214,4253,4291,4328,4366,4402,4439,4475
Niger,3271,3324,3379,3437,3497,3559,3625,3692,3763,3836,3913,3993,4076,4163,4252,4344,4438,4534,4633,4735,4841,4949,5060,5175,5295,5419,5548,5682,5816,5952,6093,6239,6389,6544,6704,6869,7040,7216,7399,7608,7842,8074,8315,8572,8840,9129,9434,9737,10056,10394,10748,11122,11515,11926,12357,12809,13281,13769,14268,14779,15302,15835,16379,16934,17502,18083,18677
Nigeria,31797,32492,33208,33945,34933,35953,37005,38090,39208,40360,41547,42772,44033,45333,46675,48064,49491,50949,52445,53990,55586,57234,58941,60702,62524,64422,66393,68421,70483,72588,74821,77150,79511,81164,82724,84889,87092,89405,91760,94160,96604,99127,101698,104313,106969,109662,112388,115147,117935,120814,123842,127023,130362,133866,137460,141072,144738,148481,152302,156212,160208,164287,168448,172688,177009,181411,185899
Norway,3265,3296,3328,3361,3394,3427,3460,3492,3523,3553,3581,3610,3639,3667,3694,3723,3754,3786,3819,3851,3877,3903,3933,3961,3985,4007,4026,4043,4059,4073,4086,4100,4115,4128,4140,4152,4167,4186,4209,4226,4242,4262,4286,4312,4337,4359,4381,4406,4433,4463,4492,4515,4540,4566,4593,4625,4662,4711,4770,4831,4891,4955,5021,5086,5148,5208,5265
Oman,489,498,508,517,528,539,550,562,573,586,599,614,628,645,662,679,697,715,735,756,779,803,829,857,884,913,956,1005,1059,1116,1175,1238,1301,1363,1424,1482,1538,1594,1652,1712,1773,1844,1916,1991,2052,2113,2173,2233,2291,2348,2403,2458,2511,2563,2614,2665,2715,2767,2820,2875,2932,2992,3053,3117,3181,3248,3315
Pakistan,39448,40382,41347,42342,43372,44434,45536,46680,47869,49104,50387,51719,53101,54524,55988,57495,59046,60642,62282,63970,65706,67491,69326,71121,72912,74712,76456,78153,80051,82374,85219,88417,91465,94155,96502,99076,102066,105208,108408,111528,114607,117917,120535,123043,126114,129431,133025,136434,139752,143122,147029,151240,154591,157385,160335,163281,166275,169278,172156,175028,177872,180705,183549,186393,189224,192033,194839
Peru,7633,7826,8026,8232,8447,8672,8905,9146,9397,9658,9931,10218,10517,10826,11144,11467,11796,12132,12476,12829,13193,13568,13955,14350,14753,15161,15573,15990,16414,16849,17295,17755,18173,18591,19011,19432,19855,20280,20710,21151,21600,22061,22528,23000,23462,23902,24326,24732,25120,25486,25839,26185,26523,26853,27174,27487,27794,28095,28394,28694,28995,29296,29597,29898,30197,30494,30791
Philippines,21131,21775,22439,23122,23827,24553,25301,26072,26867,27685,28529,29410,30325,31273,32254,33268,34304,35357,36424,37507,38604,39718,40850,41998,43162,44337,45574,46851,48172,49537,50940,52228,53557,54885,56258,57706,59186,60648,62081,63555,65088,66553,67933,69347,70853,72489,74209,75903,77546,79208,80937,82766,84558,86320,88140,89949,91740,93533,95302,96959,98601,100233,101833,103496,105208,106923,108645
Poland,24824,25262,25731,26221,26715,27221,27744,28235,28693,29152,29590,29979,30330,30662,30976,31262,31532,31785,32035,32281,32526,32778,33040,33331,33643,33969,34299,34621,34929,35257,35578,35902,36227,36571,36904,37226,37504,37741,37867,37970,38119,38253,38371,38468,38548,38601,38630,38655,38669,38666,38654,38644,38626,38599,38574,38557,38542,38538,38556,38588,38616,38632,38632,38619,38594,38562,38523
Portugal,8443,8490,8526,8579,8632,8693,8756,8818,8889,8962,9037,9031,9020,9082,9123,9129,9109,9103,9115,9097,9044,8990,8970,8976,9098,9411,9622,9663,9699,9725,9778,9850,9860,9872,9885,9897,9907,9915,9921,9923,9923,9919,9928,9968,10028,10066,10100,10156,10225,10283,10336,10387,10434,10480,10524,10566,10606,10643,10677,10708,10736,10760,10781,10799,10814,10825,10834
Qatar,25,27,29,31,33,35,37,39,41,43,46,49,54,59,65,71,78,86,95,105,115,124,134,145,157,169,181,194,207,221,237,249,260,292,324,356,387,397,413,430,446,462,477,493,509,525,540,564,595,627,659,691,724,757,850,1001,1153,1305,1460,1615,1770,1904,2009,2102,2185,2259,2325
Romania,16311,16464,16630,16847,17040,17325,17583,17829,18056,18226,18403,18567,18681,18813,18927,19027,19141,19285,19721,20010,20253,20470,20663,20828,21029,21245,21446,21659,21832,22001,22130,22257,22357,22407,22454,22521,22600,22686,22769,22852,22866,22826,22797,22766,22733,22687,22622,22558,22511,22476,22447,22415,22366,22305,22248,22197,22150,22106,22061,22012,21959,21905,21849,21790,21730,21666,21600
Russia,101937,103507,105385,107303,109209,111125,112859,114555,116259,117957,119632,121324,122878,124277,125522,126541,127415,128184,128876,129573,130245,130977,131769,132556,133379,134293,135269,136264,137246,138164,139039,139900,140822,141862,142922,143938,144967,145959,146866,147352,147973,148299,148444,148489,148622,148758,148597,148374,148155,147699,147054,146334,145530,144737,144000,143320,142736,142441,142393,142462,142527,142526,142518,142501,142470,142424,142356
"Saudi Arabia",3860,3932,4006,4082,4160,4243,4329,4420,4514,4614,4718,4828,4943,5065,5192,5327,5469,5618,5775,5939,6109,6287,6473,6667,6868,7205,7620,8129,8709,9346,9999,10627,11255,11912,12607,13330,13998,14620,15233,15829,16061,16306,17061,17636,18202,18755,19293,19818,20329,20825,21312,21796,22274,22743,23200,23642,24073,24499,24917,25329,25732,26132,26535,26940,27346,27752,28160
Senegal,2654,2703,2756,2810,2867,2927,2989,3055,3123,3195,3270,3348,3430,3516,3636,3744,3857,3966,4074,4193,4318,4450,4589,4727,4872,4989,5100,5263,5431,5606,5787,5976,6170,6369,6573,6785,7004,7231,7465,7730,8001,8225,8449,8669,8892,9123,9359,9593,9840,10075,10311,10580,10859,11150,11454,11764,12082,12407,12738,13075,13418,13768,14122,14482,14848,15218,15593
Singapore,1022,1068,1127,1192,1248,1306,1372,1446,1519,1587,1646,1702,1750,1795,1842,1887,1934,1978,2012,2043,2075,2113,2152,2193,2230,2263,2293,2325,2354,2384,2414,2535,2652,2689,2743,2750,2750,2795,2869,2958,3047,3152,3256,3360,3464,3567,3668,3770,3868,3965,4063,4169,4281,4391,4498,4606,4714,4822,4931,5036,5140,5247,5353,5460,5567,5674,5782
Slovakia,3463,3509,3558,3599,3661,3727,3787,3844,3900,3946,3994,4192,4237,4282,4326,4370,4409,4442,4472,4478,4524,4557,4593,4637,4682,4730,4779,4828,4876,4923,4966,5014,5048,5081,5114,5145,5172,5199,5223,5245,5263,5282,5303,5324,5345,5362,5373,5383,5390,5396,5400,5403,5403,5404,5406,5408,5409,5411,5415,5420,5426,5433,5439,5442,5444,5445,5446
Slovenia,1468,1483,1490,1498,1509,1517,1525,1533,1540,1549,1558,1572,1583,1595,1606,1620,1632,1647,1658,1667,1676,1686,1695,1703,1713,1722,1734,1747,1759,1773,1833,1839,1861,1879,1896,1914,1932,1946,1962,1976,1991,1999,1999,2000,2001,2003,2007,2012,2011,2010,2011,2011,2011,2012,2011,2011,2010,2009,2008,2006,2003,2000,1997,1993,1988,1983,1978
"South Africa",13596,13926,14265,14624,14992,15369,15755,16152,16558,16975,17417,17870,18357,18857,19371,19898,20440,20997,21569,22157,22740,23338,23936,24549,25179,25815,26468,27130,27809,28506,29252,30169,31140,32144,33182,34254,35101,35948,36795,37639,38476,39300,40079,40906,41590,42118,42643,43169,43757,44320,44882,45451,46073,46738,47406,48071,48703,49337,49990,50645,51087,51418,51877,52388,52970,53638,54263
"South Korea",20846,20876,20948,21060,21259,21552,22031,22612,23254,23981,24784,25614,26420,27211,27984,28705,29436,30131,30838,31544,32241,32883,33505,34073,34692,35281,35860,36436,37019,37534,38124,38723,39326,39910,40406,40806,41214,41622,42031,42449,42869,43340,43837,44307,44719,45105,45468,45808,46152,46485,46839,47178,47437,47657,47854,48005,48124,48250,48379,48509,48636,48755,48861,48955,49040,49115,49181
Spain,28063,28298,28550,28804,29060,29319,29579,29842,30106,30373,30641,30904,31158,31430,31741,32085,32452,32850,33239,33566,33876,34195,34513,34837,35184,35564,35997,36439,36861,37200,37488,37751,37983,38184,38363,38535,38708,38881,39054,39215,39351,39461,39552,39638,39708,39765,39821,39907,40046,40251,40589,41047,41640,42321,43000,43704,44432,45212,45910,46295,46506,46755,47043,47371,47738,48146,48563
"Sri Lanka",7533,7755,7988,8230,8469,8694,8917,9151,9388,9640,9913,10191,10465,10735,10996,11261,11533,11807,12085,12356,12619,12869,13116,13352,13562,13779,14013,14250,14511,14797,15056,15315,15575,15784,15977,16188,16424,16663,16903,17142,17365,17511,17716,17970,18238,18477,18693,18916,19124,19354,19610,19838,20060,20297,20529,20703,20917,21120,21315,21503,21713,21919,22123,22323,22519,22712,22899
"Saint Lucia",79,81,82,83,84,86,87,88,88,88,88,89,90,91,92,94,96,98,99,101,103,105,107,109,111,112,115,117,119,120,122,124,126,127,129,131,133,134,135,136,138,139,141,143,145,146,148,150,151,152,153,154,155,156,157,157,158,159,160,160,161,162,162,163,163,164,164
Sudan,8051,8275,8505,8741,8984,9233,9490,9753,10024,10303,10589,10882,11183,11493,11801,12086,12377,12716,13059,13403,13788,14182,14597,15113,15571,16056,16570,17105,17712,18387,19064,19702,20367,21751,22471,23233,23891,24401,24806,25340,26050,27048,28085,29053,29633,30226,30830,31446,32075,32716,33370,34037,34718,35412,36120,36842,37578,38329,39122,39977,40680,41371,42172,42963,43745,44517,45282
Sweden,7014,7070,7125,7171,7213,7262,7315,7364,7409,7446,7480,7520,7562,7604,7661,7734,7808,7868,7912,7968,8043,8098,8122,8137,8161,8193,8222,8252,8276,8294,8310,8320,8325,8329,8337,8350,8370,8398,8436,8493,8559,8626,8676,8727,8789,8835,8849,8854,8859,8866,8881,8905,8934,8967,9002,9038,9089,9157,9228,9307,9386,9457,9527,9600,9677,9754,9833
Switzerland,4694,4749,4815,4878,4929,4980,5045,5126,5199,5259,5362,5512,5666,5789,5887,5943,5996,6063,6132,6212,6267,6343,6401,6441,6460,6404,6333,6316,6333,6351,6385,6425,6468,6501,6530,6564,6603,6650,6704,6764,6837,6918,6994,7057,7114,7157,7182,7195,7210,7235,7270,7305,7341,7377,7410,7441,7471,7522,7603,7685,7762,7842,7918,7988,8053,8114,8171
Syria,3495,3577,3662,3750,3842,3938,4041,4150,4268,4395,4533,4681,4835,4993,5157,5326,5500,5681,5867,6059,6258,6479,6701,6931,7169,7416,7670,7933,8203,8484,8774,9073,9410,9757,10114,10481,10857,11243,11632,12018,12436,12867,13243,13615,13989,14374,14767,15165,15568,15975,16386,16797,17210,17625,18045,18469,19225,20383,21016,21223,21597,21852,21603,19980,17812,16932,17051
Taiwan,7456,7771,8031,8326,8635,8992,9341,9662,10020,10468,10861,11235,11615,11999,12385,12766,13140,13460,13918,14200,14532,14862,15168,15454,15752,16061,16435,16753,17090,17448,17788,18097,18399,18657,18918,19148,19332,19536,19752,19943,20172,20385,20579,20777,20983,21179,21345,21525,21720,21893,22068,22224,22344,22443,22528,22608,22698,22789,22867,22944,23005,23053,23113,23178,23238,23292,23342
Tajikistan,1530,1585,1641,1684,1730,1781,1837,1899,1954,2009,2081,2163,2253,2340,2424,2511,2593,2672,2759,2850,2939,3039,3145,3243,3345,3449,3554,3659,3761,3863,3966,4073,4185,4304,4431,4569,4716,4865,5006,5148,5272,5407,5500,5546,5604,5678,5764,5864,5983,6110,6229,6339,6452,6567,6688,6814,6944,7076,7211,7349,7487,7627,7768,7910,8051,8191,8330
Tanzania,7935,8125,8323,8529,8745,8971,9206,9453,9711,9979,10260,10555,10864,11185,11522,11870,12231,12607,12988,13390,13807,14237,14707,15201,15681,16148,16626,17130,17647,18145,18665,19212,19777,20368,20984,21618,22284,23017,23764,24485,25214,25925,26674,27562,28625,29544,30164,30878,31780,32719,33741,34755,35808,36906,38000,39122,40272,41461,42660,43806,45019,46344,47687,49059,50459,51889,53349
Thailand,20042,20653,21289,21964,22685,23451,24244,25042,25845,26667,27513,28376,29263,30174,31107,32062,33036,34024,35028,36050,37091,38202,39276,40302,41306,42272,43221,44148,45057,46004,47026,47937,48827,49694,50534,51342,52129,52910,53683,54446,55197,55936,56675,57408,58134,58858,59560,60218,60853,61411,61893,62378,62860,63303,63697,64068,64420,64757,65079,65376,65650,65912,66167,66414,66655,66886,67107
Tunisia,3517,3583,3648,3713,3779,3846,3903,3951,4007,4075,4149,4216,4287,4374,4468,4566,4676,4787,4894,4996,5099,5198,5304,5426,5556,5704,5859,6005,6136,6280,6443,6606,6734,6860,7185,7364,7547,7728,7899,8057,8211,8365,8519,8670,8816,8951,9077,9198,9309,9412,9513,9614,9715,9816,9919,10018,10117,10218,10321,10426,10530,10634,10738,10841,10943,11043,11140
Turkey,21122,21669,22236,22831,23464,24145,24877,25671,26506,27356,28217,29030,29789,30509,31227,31951,32678,33411,34165,34952,35758,36580,37493,38503,39513,40530,41472,42377,43275,44165,45048,46253,47464,48661,49840,50997,52127,53243,54356,55462,56561,57563,58519,59454,60382,61313,62248,63184,64120,65054,65989,66915,67820,68711,69599,70485,71362,72226,73070,73897,74708,75504,76404,77411,78425,79437,80298
Turkmenistan,1204,1226,1253,1283,1313,1348,1382,1426,1478,1530,1585,1644,1705,1765,1825,1882,1936,1994,2054,2116,2181,2247,2313,2380,2451,2524,2594,2664,2734,2804,2875,2947,3018,3091,3165,3240,3324,3411,3492,3572,3658,3745,3830,3917,4003,4078,4142,4200,4262,4324,4385,4444,4502,4556,4608,4664,4719,4774,4829,4884,4940,4997,5054,5112,5171,5231,5291
Uganda,5522,5671,5825,5983,6148,6317,6493,6676,6864,7059,7262,7472,7689,7914,8147,8389,8640,8900,9170,9450,9743,10009,10224,10428,10672,10952,11242,11541,11850,12138,12415,12725,13079,13470,13920,14392,14911,15520,16176,16832,17456,18064,18707,19413,20136,20716,21304,21954,22637,23407,24172,24933,25728,26581,27474,28391,29335,30283,31220,32193,33234,34344,35484,36663,37887,39135,40419
Ukraine,36775,37436,38006,38541,38994,39368,39940,40656,41359,42006,42644,43196,43697,44256,44786,45235,45674,46111,46510,46871,47236,47637,48027,48367,48677,48973,49234,49454,49643,49835,50047,50236,50397,50573,50769,50944,51095,51218,51423,51501,51622,51730,51869,51887,51638,51248,50813,50371,49941,49491,49014,48520,48074,47692,47342,47003,46685,46407,46156,45951,45768,45604,45492,45389,44944,44429,44210
"United Arab Emirates",72,73,75,77,80,83,86,89,93,98,103,109,116,124,133,144,157,172,191,218,249,288,336,391,453,523,598,684,779,884,1000,1070,1138,1209,1284,1363,1447,1530,1623,1722,1826,1937,2056,2184,2319,2458,2600,2746,2899,3056,3219,3387,3558,3732,3908,4087,4266,4444,4621,4798,4976,5149,5314,5474,5629,5780,5927
"United Kingdom",50127,50290,50430,50593,50765,50946,51184,51430,51652,51956,52372,52807,53292,53625,53991,54350,54643,54959,55214,55461,55632,55907,56079,56210,56224,56215,56206,56179,56167,56228,56314,56383,56340,56383,56462,56620,56796,56982,57160,57324,57493,57656,57819,57937,58089,58271,58428,58578,58765,58994,59225,59460,59687,59910,60213,60574,60934,61337,61731,62086,62438,62789,63138,63487,63835,64180,64523
"United States",152271,154878,157553,160184,163026,165931,168903,171984,174882,177830,180671,183691,186538,189242,191889,194303,196560,198712,200706,202677,205052,207661,209896,211909,213854,215973,218035,220239,222585,225055,227726,229966,232188,234307,236348,238466,240651,242804,245021,247342,250132,253497,257037,260449,263662,266821,269944,273203,276417,279609,282738,285550,288212,290700,293402,296119,298988,301846,304714,307397,309978,312357,314753,317143,319507,322024,324656
Uruguay,2194,2223,2253,2284,2317,2353,2389,2425,2460,2495,2531,2564,2598,2632,2664,2693,2721,2749,2777,2802,2824,2826,2830,2834,2838,2844,2861,2879,2897,2914,2930,2848,2968,2989,3008,3012,3031,3049,3068,3088,3110,3124,3137,3149,3162,3175,3190,3207,3222,3234,3246,3257,3268,3277,3285,3291,3298,3305,3313,3320,3328,3335,3343,3351,3360,3369,3378
"Soviet Union",179571,182677,185856,188961,192171,195613,199103,202604,206201,209928,213780,217618,221227,224585,227698,230513,233139,235630,237983,240253,242478,244887,247343,249712,252111,254519,256883,259225,261525,263751,265926,268123,270390,272717,275330,277812,280296,282718,285020,286462,288361,289949,290950,291212,291052,290855,290625,290281,,,,,,,,,,,,,,,,,,,
Uzbekistan,6293,6490,6681,6886,7061,7232,7441,7694,7952,8223,8531,8868,9210,9547,9878,10206,10530,10864,11232,11591,11940,12334,12742,13148,13569,13988,14404,14809,15207,15605,15994,16400,16830,17171,17729,18215,18718,19219,19625,20033,20530,21059,21609,22127,22604,23067,23524,23952,24342,24701,25042,25372,25696,25992,26268,26540,26810,27079,27345,27606,27866,28128,28394,28661,28930,29200,29473
Venezuela,5009,5217,5440,5674,5919,6170,6431,6703,6982,7268,7556,7848,8143,8444,8752,9068,9387,9710,10041,10389,10758,11152,11516,11893,12281,12675,13082,13504,13931,14355,14768,15166,15621,16084,16545,16998,17450,17910,18379,18851,19325,19791,20246,20691,21126,21549,21961,22362,22751,23129,23493,23844,24192,24545,24905,25269,25641,26024,26415,26815,27223,27636,28048,28459,28868,29275,29680
Vietnam,25348,25794,26247,26724,27210,27738,28327,28999,29775,30683,31656,32701,33796,34932,36099,37258,38378,39464,40512,41542,42577,43614,44655,45736,46902,48075,49273,50534,51663,52668,53715,54903,56142,57436,58762,60093,61440,62826,64211,65868,67283,68663,70005,71311,72586,73810,74974,76081,77136,78170,79207,80239,81288,82327,83383,84456,85502,86550,87590,88609,89604,90582,91553,92512,93456,94383,95296
"West Germany",49983,50528,50859,51350,51880,52382,53008,53656,54292,54876,55433,56175,56837,57389,57971,58619,59148,59286,59500,60067,60651,61302,61672,61976,62054,61829,61531,61400,61327,61359,61566,61682,61638,61423,61175,61024,61066,61077,61451,62063,63524,64074,64865,65534,65858,66156,66444,66647,,,,,,,,,,,,,,,,,,,
Yemen,4777,4869,4964,5061,5162,5265,5380,5498,5619,5744,5872,5994,6120,6248,6378,6510,6625,6741,6859,6978,7098,7251,7407,7580,7755,7934,8171,8404,8641,8883,9133,9390,9658,9936,10229,10540,10870,11219,11591,11986,12416,12882,13368,13886,14395,14832,15284,15741,16224,16728,17236,17762,18310,18856,19411,20003,20615,21242,21886,22544,23210,23899,24617,25338,26053,26737,27393
Yugoslavia,16298,16519,16708,16937,17151,17364,17508,17659,17796,17968,18133,18318,18500,18685,18852,19038,19221,19390,19552,19705,19840,20015,20197,20367,20550,20732,20930,21126,21309,21490,21615,21707,21885,22018,22087,22216,22339,22435,22536,22634,23016,23097,22905,22666,22583,22554,22502,22521,,,,,,,,,,,,,,,,,,,
Zambia,2553,2611,2672,2734,2800,2869,2941,3016,3094,3173,3254,3337,3421,3508,3599,3694,3794,3900,4009,4123,4252,4376,4506,4643,4785,4924,5067,5217,5371,5532,5700,5886,6102,6340,6567,6785,7029,7282,7517,7746,7978,8203,8431,8659,8888,9118,9354,9621,9893,10170,10475,10791,11078,11353,11634,11932,12253,12591,12945,13302,13684,14085,14498,14922,15359,15808,16274
Zimbabwe,2853,2951,3081,3191,3307,3409,3530,3646,3764,3887,4011,4140,4278,4412,4537,4685,4836,4995,5172,5353,5515,5684,5861,6002,6173,6342,6496,6642,6767,6887,7170,7429,7637,7928,8241,8560,8877,9216,9560,9868,10156,10437,10720,10976,11086,11159,11317,11469,11607,11733,11820,11868,11866,11816,11735,11639,11544,11443,11350,11393,11652,12084,12620,13183,13772,14230,14547
